,Tour,Type,Duration,Price,Price Per,Cancellation,Tour By,City,Country,Image,Link to agency
81,Private Abu Dhabi City Tour From Dubai,Bus Tours,7.5,80.0,per adult,Free cancellation,By RAH Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/68/a9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d6985122-Reviews-RAH_Tourism-Dubai_Emirate_of_Dubai.html
82,Mangrove Kayaking,Shore Excursions,1.5,102.74,per adult,Free cancellation,By Emirates Tours and Safaris,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/e7/ec/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d2521371-Reviews-Emirates_Tours_and_Safaris-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
83,Ferrari Combo (1 Day Any 2 Park),Parks,1.0,105.0,per adult,Free cancellation,By MAK Travel & Tourism LLC,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/43/ab/38/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d17748304-Reviews-MAK_Travel_Tourism_LLC-Dubai_Emirate_of_Dubai.html
84,Abu Dhabi Dhow Dinner Cruise- Romantic Evening with Authentic Arabic Cuisine,Bus Tours,2.0,180.0,per adult,Free cancellation,By Look at Abu Dhabi Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/3a/a0/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d19814867-Reviews-Look_at_Abu_Dhabi_Tours-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
85,Overnight Desert Safari with BBQ Dinner & Breakfast,Shore Excursions,6.0,140.0,per adult,Free cancellation,By Emirates Tours and Safaris,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/64/10/6d/overnight-desert-safari.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d2521371-Reviews-Emirates_Tours_and_Safaris-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
86,Abu Dhabi City Tour with Ferrari World From Dubai,Bus Tours,6.0,210.0,per adult,Free cancellation,By Dubai Canal Cruise,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6d/7d/30/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d14972290-Reviews-Dubai_Canal_Cruise-Dubai_Emirate_of_Dubai.html
87,Yas Marina Circuit Tour,Bus Tours,2.0,30.0,per adult,Free cancellation,By Yas Marina Circuit,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/8b/54/ec/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d2248659-Reviews-Yas_Marina_Circuit-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
88,Evening Desert Safari Abu Dhabi with Dinner,Day Trips,6.0,105.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/c9/9c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
89,Private Sheikh Zayed Mosque Tour from Dubai,Classic Car Tours,5.0,95.0,per adult,Free cancellation,By Navita tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/2b/4e/ec/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d17652977-Reviews-Navita_tours-Dubai_Emirate_of_Dubai.html
90,Downtown Walking tour with Emirati local,City Tours,3.0,52.0,per adult,Free cancellation,By Hiara Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2a/cb/48/souk-area.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d15354989-Reviews-Hiara_Tours-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
91,"Abu Dhabi City Tour And Visit of Sheikh Zayed Mosque Full Day, Private",Car Tours,6.0,150.0,per adult,Free cancellation,By Get Your Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/33/16/4e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d17651324-Reviews-Get_Your_Tours-Dubai_Emirate_of_Dubai.html
93,"Abu Dhabi: 7-Hours Desert Safari with BBQ, Camel Ride & Sandboarding",Ports of Call Tours,6.0,69.0,per adult,Free cancellation,By Al Ain Desert Safari,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d3/9e/c2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d7648867-Reviews-Al_Ain_Desert_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
94,Private Full Day Abu Dhabi City Tour,Full-day Tours,6.0,275.0,per group,Free cancellation,By NOOR AL HAYAT TOURISM,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/18/e7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d18378101-Reviews-NOOR_AL_HAYAT_TOURISM-Dubai_Emirate_of_Dubai.html
95,Private Sheikh Zayed Grand Mosque Tour with Transportation,Bus Tours,5.0,110.0,per group,Free cancellation,By Travel Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/a5/ce/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d21104669-Reviews-Travel_Dubai-Dubai_Emirate_of_Dubai.html
97,Morning Safari With Quad Bike,Shore Excursions,4.0,89.0,per adult,Free cancellation,By Desert Rose Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/a4/c5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d4354316-Reviews-Desert_Rose_Tourism-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
100,Abu Dhabi City Tour Half Day,Day Trips,5.0,100.0,per adult,Free cancellation,By Dubai Desert Ride,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9b/0b/87/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d16831506-Reviews-Dubai_Desert_Ride-Dubai_Emirate_of_Dubai.html
101,Abu Dhabi Tour from Dubai,Luxury Car Tours,6.0,96.0,per adult,Free cancellation,By Faizan Mirza,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/cc/5c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d19262186-Reviews-Faizan_Mirza-Dubai_Emirate_of_Dubai.html
102,Entrance Ticket to the Louvre Museum in Abu Dhabi,Attractions & Museums,2.5,28.0,per adult,Free cancellation,By Holidayys.com,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2b/61/9c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d23435879-Reviews-Holidayys_com-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
103,Private Guided Tour of Abu Dhabi City with pick-up,Bus Tours,6.0,75.0,per adult,Free cancellation,By Travel Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/a2/c8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d21104669-Reviews-Travel_Dubai-Dubai_Emirate_of_Dubai.html
104,Evening Desert Safari in Abu Dhabi,Ports of Call Tours,6.0,75.05,per adult,Free cancellation,By Trip Arabia Tours & Safari,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8e/49/23/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d17695157-Reviews-Trip_Arabia_Tours_Safari-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
107,Best Attractions of Abu Dhabi City Day Trip from Dubai,Bus Tours,6.0,55.0,per adult,Free cancellation,By Oscar Knight Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/42/8d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d13901595-Reviews-Oscar_Knight_Tours-Dubai_Emirate_of_Dubai.html
108,Taste of UAE,Cooking Classes,4.0,56.99,per adult,Free cancellation,By Urban RetrEAT Restaurant,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8e/66/8a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Restaurant_Review-g294013-d15235737-Reviews-Urban_RetrEAT_Restaurant-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
110,Abu Dhabi Small Group City Tour from Dubai,Bus Tours,8.5,109.0,per adult,Free cancellation,By Dubai Packages,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a5/4c/03/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d11888796-Reviews-Dubai_Packages-Dubai_Emirate_of_Dubai.html
111,Abu Dhabi City Tour With Royal Buffet Lunch,Bus Tours,8.5,75.0,per adult,Free cancellation,By 247toursuae.com,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/42/8c/8a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d18834515-Reviews-247toursuae_com-Dubai_Emirate_of_Dubai.html
112,Private Abu Dhabi Tour - Exclusive Vehicle,City Tours,6.0,74.63,per adult,Free cancellation,By The Walk at JBR,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/30/1c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10256593-Reviews-The_Walk_at_JBR-Dubai_Emirate_of_Dubai.html
113,Abu Dhabi Day Tour From Dubai,Bus Tours,6.0,37.0,per adult,Free cancellation,By The Walk at JBR,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/0d/2a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10256593-Reviews-The_Walk_at_JBR-Dubai_Emirate_of_Dubai.html
114,Al Ain CityTour,Bus Tours,6.0,115.68,per adult,Free cancellation,By Extreme Arabia,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/1a/6c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g2630227-d15329153-Reviews-Extreme_Arabia-Emirate_of_Abu_Dhabi.html
115,Full Day Abu Dhabi Sightseeing Tour from Dubai,Bus Tours,6.0,25.0,per adult,Free cancellation,By The Walk at JBR,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f6/67/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10256593-Reviews-The_Walk_at_JBR-Dubai_Emirate_of_Dubai.html
116,"Abu Dhabi Tour: Grand Mosque, Heritage Village, Emirates Palace & Qasr Al Watan",Full-day Tours,6.0,84.12,per adult,Free cancellation,By 24/7 Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/4f/3d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d4353257-Reviews-24_7_Tourism-Dubai_Emirate_of_Dubai.html
117,Full-Day Private Abu Dhabi City Tour,Bus Tours,8.5,75.0,per adult,Free cancellation,By My Tours UAE - Day Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/42/76/50/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d2549263-Reviews-My_Tours_UAE_Day_Tours-Dubai_Emirate_of_Dubai.html
118,Fast-Track Admission Ticket to Qasr Al Hosn,Walking Tours,0.88,8.37,per adult,Free cancellation,By Qasr Al Hosn,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/67/c0/51/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d3961487-Reviews-Qasr_Al_Hosn-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
119,Ferrari world & Warner brother park with transfer from Dubai,Shore Excursions,10.0,170.0,per adult,Free cancellation,By Navita tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/26/c5/b3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d17652977-Reviews-Navita_tours-Dubai_Emirate_of_Dubai.html
122,Abu Dhabi: 4-Hour Morning Desert Safari with Camel Ride and Sandboarding,Half-day Tours,4.0,59.87,per adult,Free cancellation,By Oceanair Travels,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/78/22/15/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d8771111-Reviews-Oceanair_Travels-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
123,Private Tour: Abu Dhabi Full-Day City sightseeing with Transport from Dubai,Bus Tours,6.0,239.0,per adult,Free cancellation,By Orient Tours - Day Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/7b/58/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d2038974-Reviews-Orient_Tours_Day_Tours-Dubai_Emirate_of_Dubai.html
124,Abu Dhabi Tour with Louvre Museum Tickets from Dubai,Bus Tours,9.5,95.0,per adult,Free cancellation,By Top 10 Dubai Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/bd/22/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d12183473-Reviews-Top_10_Dubai_Tours-Dubai_Emirate_of_Dubai.html
125,Abu Dhabi City Tour from Abu Dhabi,Bus Tours,5.25,65.7,per adult,Free cancellation,By Private Dubai Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/ba/c5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10431596-Reviews-Private_Dubai_Tours-Dubai_Emirate_of_Dubai.html
127,Full-Day Abu Dhabi Tour & Ferrari World Tickets with transfers,Bus Tours,8.5,165.0,per adult,Free cancellation,By Top 10 Dubai Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/aa/4e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d12183473-Reviews-Top_10_Dubai_Tours-Dubai_Emirate_of_Dubai.html
128,Safari Half-Day Adventure from Abu Dhabi,Day Trips,5.0,63.92,per adult,Free cancellation,By Capital Gate Tourism and Adventure - Day Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/08/6f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d7268950-Reviews-Capital_Gate_Tourism_and_Adventure_Day_Tours-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
132,Morning Desert Safari From Abu Dhabi,Adventure Tours,4.0,83.46,per adult,Free cancellation,By Desert Rose Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/7c/b2/a8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d4354316-Reviews-Desert_Rose_Tourism-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
133,Full Day Abu Dhabi City & Ferrari World Tour,Adventure Tours,6.0,345.0,per adult,Free cancellation,By City State Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/23/01/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d15528015-Reviews-City_State_Tourism-Dubai_Emirate_of_Dubai.html
134,Day trip to Ferrari World Abu Dhabi from Dubai with transfers,Adventure Tours,6.0,170.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/24/a9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
136,Full-Day Abu Dhabi Tour with Lunch from Dubai,Bus Tours,6.0,99.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/21/d3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
137,"Abu Dhabi Tour with Desert Safari, BBQ, Camel Ride and Sandboarding",Day Trips,12.5,85.0,per adult,Free cancellation,By Desert Thrill,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/66/b3/32/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d15611150-Reviews-Desert_Thrill-Dubai_Emirate_of_Dubai.html
138,Al Ain Tour from Abu Dhabi,Bus Tours,6.0,90.0,per adult,Free cancellation,By Gray Line Emirates & Oman,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/ab/8f/bd/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d2272987-Reviews-Gray_Line_Emirates_Oman-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
140,Abu Dhabi Tour With Ferrari World From Dubai,Bus Tours,9.5,200.0,per adult,Free cancellation,By RAH Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/f6/75/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d6985122-Reviews-RAH_Tourism-Dubai_Emirate_of_Dubai.html
142,Dubai City tour from Abu Dhabi,Full-day Tours,6.0,119.0,per adult,Free cancellation,By Desert Rose Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/51/70/ee/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294013-d4354316-Reviews-Desert_Rose_Tourism-Abu_Dhabi_Emirate_of_Abu_Dhabi.html
143,Abu Dhabi All Day Tour from Dubai,Bus Tours,6.0,55.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/45/c9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
144,Sheikh Zayed Mosque with a Professional Photographer,Bus Tours,5.0,70.0,per adult,Free cancellation,By Tours Guys,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/30/17/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d15078336-Reviews-Tours_Guys-Dubai_Emirate_of_Dubai.html
145,Private Trip to Sheikh Zayed Mosque and Louvre Museum,Bus Tours,5.0,100.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/48/44/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
147,Abu Dhabi Full-Day Tour from Dubai With Gold Coffee At Emirates Palace,Bus Tours,6.0,112.0,per adult,Free cancellation,By Holidays District,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/10/b6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d18933335-Reviews-Holidays_District-Dubai_Emirate_of_Dubai.html
148,Full Day Private Abu Dhabi City Tour From Dubai | Complete City Tour,Full-day Tours,6.0,132.0,per adult,Free cancellation,By Dubai Tourism Services,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/37/e8/cc/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d18378118-Reviews-Dubai_Tourism_Services-Dubai_Emirate_of_Dubai.html
149,Dubai Tour Including Entrance to Burj Khalifa 124th Floor from Abu Dhabi,Bus Tours,6.0,128.0,per adult,Free cancellation,By Gray Line Emirates & Oman,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/ab/8f/ce/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10038186-Reviews-Gray_Line_Emirates_Oman-Dubai_Emirate_of_Dubai.html
150,Abu Dhabi Tour from Dubai With Gold Coffee At Emirates Palace,Bus Tours,8.5,175.0,per adult,Free cancellation,By RAH Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/bf/d6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d6985122-Reviews-RAH_Tourism-Dubai_Emirate_of_Dubai.html
151,Buffet Dinner Cruise including Transfer from Abu Dhabi,Coffee Cruises,3.0,93.0,per adult,Free cancellation,By Flash Horizon Tourism,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/07/8b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d15690357-Reviews-Flash_Horizon_Tourism-Dubai_Emirate_of_Dubai.html
152,Private Full Day Rub Al Khali Liwa Desert Safari with Lunch,Day Trips,6.0,290.0,per adult,Free cancellation,By Daytur Dubai,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/0a/b5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d10207915-Reviews-Daytur_Dubai-Dubai_Emirate_of_Dubai.html
153,Full Day Abu Dhabi Tour with Sheikh Zayed Grand Mosque & Qasr Al Watan Palace,Bus Tours,6.0,135.0,per adult,Free cancellation,By Oberon Tours,Abu Dhabi,United Arab Emirates,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/07/4d/44/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g295424-d17420511-Reviews-Oberon_Tours-Dubai_Emirate_of_Dubai.html
