cctrW,iPqaD,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 3,iPqaD href 3,WlYyy 4,WlYyy 5,ySnDE,WlYyy 6,ccVGl,WlYyy 8,ccVGl 2,WlYyy 9,dXxty
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bobby's Bike Hike Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d11448844-Bikes_Bites_and_Brews_Chicago_s_Signature_Dishes_Bike_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/c0/2b/caption.jpg?w=500&h=400&s=1,"Bikes, Bites, and Brews: Chicago's Signature Dishes Bike Tour",32.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11448844-Bikes_Bites_and_Brews_Chicago_s_Signature_Dishes_Bike_Tour-Chicago_Illinois.html#REVIEWS,220,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html,City Tours,4 hours,Taste all of Chicago’s classic eats on this four-hour guided bicycle tour! Join the expert tour guides of Bobby’s Bike Hike…,Free cancellation,from,$84.99,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,"By Come Sailing, Inc.",https://www.tripadvisor.com/AttractionProductReview-g35805-d11992513-Private_Lake_Michigan_Sailing_Charter_and_Sightseeing_Tour_of_Chicago-Chicago_Illin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f8/6f/caption.jpg?w=500&h=400&s=1,Private Lake Michigan Sailing Charter and Sightseeing Tour of Chicago,33.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11992513-Private_Lake_Michigan_Sailing_Charter_and_Sightseeing_Tour_of_Chicago-Chicago_Illin.html#REVIEWS,8,https://www.tripadvisor.com/Attraction_Review-g35805-d10640901-Reviews-Come_Sailing_Inc-Chicago_Illinois.html,City Tours,2 hours,"Enjoy a private two-hour sailing experience for up to six people along Chicago’s beautiful lakefront.  Kick back, relax, …",Free cancellation,from,$427.28,per group,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Chicago Private Tours and Productions,https://www.tripadvisor.com/AttractionProductReview-g35805-d13387412-Private_Al_Capone_Gangster_Tour_in_Chicago-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f4/f8/cc/caption.jpg?w=500&h=400&s=1,Private Al Capone Gangster Tour in Chicago,34.,,,https://www.tripadvisor.com/Attraction_Review-g35805-d13412189-Reviews-Chicago_Private_Tours_and_Productions-Chicago_Illinois.html,Bus Tours,3 hours,Chicago and the history of the mob are synonymous when we look back at history. That’s why we provide an in-depth Chicago…,Free cancellation,from,$482.00,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bobby's Bike Hike Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d11448847-Holiday_Hike_Chicago_Style_Festive_Food_Walking_tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/31/64/caption.jpg?w=500&h=400&s=1,Holiday Hike Chicago-Style: Festive Food & Walking tour,35.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11448847-Holiday_Hike_Chicago_Style_Festive_Food_Walking_tour-Chicago_Illinois.html#REVIEWS,14,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html,City Tours,3 hours,There’s nothing more magical than downtown Chicago during the holiday season. Bobby’s Holiday Hike is a 3-hour guided walking…,Free cancellation,from,$69.99,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Chicago Crime Tours and Experiences,https://www.tripadvisor.com/AttractionProductReview-g35805-d12082167-Chicago_Night_Crimes_Bus_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/6a/12/caption.jpg?w=500&h=400&s=1,Chicago Night Crimes Bus Tour,36.,https://www.tripadvisor.com/AttractionProductReview-g35805-d12082167-Chicago_Night_Crimes_Bus_Tour-Chicago_Illinois.html#REVIEWS,93,https://www.tripadvisor.com/Attraction_Review-g35805-d4322209-Reviews-Chicago_Crime_Tours_and_Experiences-Chicago_Illinois.html,Bus Tours,120–150 minutes,"Join us for a fun night of exploring Chicago's crime history on this 2-2.5-hour bus tour that includes:

* World famous …",Free cancellation,from,$51.00,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tall Ship Windy,https://www.tripadvisor.com/AttractionProductReview-g35805-d12898494-Skyline_Tour_Aboard_Aboard_148_Ft_Schooner_Windy_Chicago_s_Official_Tall_Ship-Chica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/22/24/caption.jpg?w=500&h=400&s=1,Skyline Tour Aboard Aboard 148 Ft. Schooner Windy - Chicago's Official Tall Ship,37.,https://www.tripadvisor.com/AttractionProductReview-g35805-d12898494-Skyline_Tour_Aboard_Aboard_148_Ft_Schooner_Windy_Chicago_s_Official_Tall_Ship-Chica.html#REVIEWS,76,https://www.tripadvisor.com/Attraction_Review-g35805-d538046-Reviews-Tall_Ship_Windy-Chicago_Illinois.html,Sailing,1–2 hours,Leave the hustle and bustle behind! Explore Chicago's shores with a leisurely trip around Lake Michigan. Take in the world…,Free cancellation,from,$49.00,per adult,More info,Taking safety measures
,By City Experiences By Hornblower,https://www.tripadvisor.com/AttractionProductReview-g35805-d11450449-Chicago_Signature_Dinner_Cruise_on_Lake_Michigan-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/95/caption.jpg?w=500&h=400&s=1,Chicago Signature Dinner Cruise on Lake Michigan,38.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11450449-Chicago_Signature_Dinner_Cruise_on_Lake_Michigan-Chicago_Illinois.html#REVIEWS,45,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html,Sunset Cruises,3 hours,"Celebrate a night out in Chicago with dinner, and sightseeing aboard a three-hour luxury cruise on Lake Michigan. Glimpse…",,from,$122.80,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Medieval Torture Museum,https://www.tripadvisor.com/AttractionProductReview-g35805-d23779256-Medieval_Torture_Museum_Ticket_with_Audio_Guide_and_Ghost_Hunting-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/7f/f2/fd/caption.jpg?w=500&h=400&s=1,Medieval Torture Museum Ticket with Audio Guide and Ghost Hunting,39.,https://www.tripadvisor.com/AttractionProductReview-g35805-d23779256-Medieval_Torture_Museum_Ticket_with_Audio_Guide_and_Ghost_Hunting-Chicago_Illinois.html#REVIEWS,25,https://www.tripadvisor.com/Attraction_Review-g35805-d23630795-Reviews-Medieval_Torture_Museum-Chicago_Illinois.html,Attractions & Museums,1–2 hours,"Discover horrific instruments of torture and execution. Get a fully audio-guided immersed experience.

Explore the interactive…",Free cancellation,from,$29.99,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By BigBus Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d12720288-Big_Bus_Chicago_Night_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/30/2a/caption.jpg?w=500&h=400&s=1,Big Bus Chicago Night Tour,40.,https://www.tripadvisor.com/AttractionProductReview-g35805-d12720288-Big_Bus_Chicago_Night_Tour-Chicago_Illinois.html#REVIEWS,36,https://www.tripadvisor.com/Attraction_Review-g35805-d8298701-Reviews-BigBus_Chicago-Chicago_Illinois.html,Bus Tours,1–2 hours,Enjoy a panoramic night-time sightseeing bus tour and be dazzled by the bright lights of Chicago. See the entire skyline…,Free cancellation,from,$29.00,per adult,More info,Taking safety measures
,By Secret Food Tours Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d12812654-Chicago_Loop_Secret_Food_Tour_with_Private_Tour_Option-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/38/7b/caption.jpg?w=500&h=400&s=1,Chicago Loop Secret Food Tour with Private Tour Option,41.,https://www.tripadvisor.com/AttractionProductReview-g35805-d12812654-Chicago_Loop_Secret_Food_Tour_with_Private_Tour_Option-Chicago_Illinois.html#REVIEWS,242,https://www.tripadvisor.com/Attraction_Review-g35805-d12564245-Reviews-Secret_Food_Tours_Chicago-Chicago_Illinois.html,City Tours,3 hours,"Join this 3-hour tour of Chicago's food scene, and see what sets this friendly mid-western metropolis apart. On this 12 …",,from,$84.53,per adult,More info,Taking safety measures
,By City Experiences By Hornblower,https://www.tripadvisor.com/AttractionProductReview-g35805-d15237372-Premier_Chicago_River_Dinner_Cruise-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/91/f4/caption.jpg?w=500&h=400&s=1,Premier Chicago River Dinner Cruise,42.,https://www.tripadvisor.com/AttractionProductReview-g35805-d15237372-Premier_Chicago_River_Dinner_Cruise-Chicago_Illinois.html#REVIEWS,3,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html,Day Cruises,3 hours,"Discover fine dining, upscale entertainment and unparalleled riverfront views aboard the brand new Odyssey Chicago River…",,from,$193.84,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Chicago Personal Neighborhood Tours,https://www.tripadvisor.com/AttractionProductReview-g35805-d23702430-African_American_Heritage_Tour_of_Chicago_with_Soul_Food_Meal_included-Chicago_Illi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/2a/a5/c6/caption.jpg?w=500&h=400&s=1,African American Heritage Tour of Chicago with Soul Food Meal included,43.,,,https://www.tripadvisor.com/Attraction_Review-g35805-d23325860-Reviews-Chicago_Personal_Neighborhood_Tours-Chicago_Illinois.html,Bus Tours,4 hours,"On this tour we visit 2 African American Museums, the Pullman Porter Museum and the DuSable Museum of African American History…",Free cancellation,from,$175.00,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Chicago Architecture Center,https://www.tripadvisor.com/AttractionProductReview-g35805-d17525834-Chicago_Walking_Tour_Historic_Treasures_of_Chicago-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/5f/90/caption.jpg?w=500&h=400&s=1,Chicago Walking Tour: Historic Treasures of Chicago,44.,https://www.tripadvisor.com/AttractionProductReview-g35805-d17525834-Chicago_Walking_Tour_Historic_Treasures_of_Chicago-Chicago_Illinois.html#REVIEWS,30,https://www.tripadvisor.com/Attraction_Review-g35805-d107442-Reviews-Chicago_Architecture_Center-Chicago_Illinois.html,Walking Tours,2 hours,Learn about the great architectural landmarks of Michigan Avenue and State Street. The 40 years between 1890 and 1930 saw…,Free cancellation,from,$30.00,per adult,More info,
,By Trickery,https://www.tripadvisor.com/AttractionProductReview-g35805-d16878586-Trickery_Chicago_Magic_Show-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/85/b2/6b/caption.jpg?w=500&h=400&s=1,Trickery Chicago Magic Show,45.,https://www.tripadvisor.com/AttractionProductReview-g35805-d16878586-Trickery_Chicago_Magic_Show-Chicago_Illinois.html#REVIEWS,9,https://www.tripadvisor.com/Attraction_Review-g35805-d13569649-Reviews-Trickery-Chicago_Illinois.html,Theaters,1–2 hours,"Chicago’s most entertaining magic show! Fun, intimate, sometimes outrageous, and always hilarious.

Theater is located at…",,from,$41.00,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Chicago Pizza Tours,https://www.tripadvisor.com/AttractionProductReview-g35805-d14145355-Downtown_Chicago_Walking_Pizza_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/10/38/0a/caption.jpg?w=500&h=400&s=1,Downtown Chicago Walking Pizza Tour,46.,https://www.tripadvisor.com/AttractionProductReview-g35805-d14145355-Downtown_Chicago_Walking_Pizza_Tour-Chicago_Illinois.html#REVIEWS,7,https://www.tripadvisor.com/Attraction_Review-g35805-d1786939-Reviews-Chicago_Pizza_Tours-Chicago_Illinois.html,City Tours,2–3 hours,"This tour is just a short walk through great Chicago neighborhoods starting near Navy Pier and the Magnificent Mile, and…",Free cancellation,from,$49.00,per adult,More info,Taking safety measures
,By City Experiences By Hornblower,https://www.tripadvisor.com/AttractionProductReview-g35805-d11477046-Chicago_Premier_Lake_Michigan_Lunch_Cruise-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/92/09/caption.jpg?w=500&h=400&s=1,Chicago Premier Lake Michigan Lunch Cruise,47.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11477046-Chicago_Premier_Lake_Michigan_Lunch_Cruise-Chicago_Illinois.html#REVIEWS,6,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html,Day Cruises,2 hours,Welcome aboard Chicago's largest luxury yacht at Navy Pier! Satisfy your appetite and take in breathtaking views of Chicago…,,from,$98.22,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Bobby's Bike Hike Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d11472115-Chicago_s_Ultimate_City_Bike_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/67/0a/0e/caption.jpg?w=500&h=400&s=1,Chicago's Ultimate City Bike Tour,48.,https://www.tripadvisor.com/AttractionProductReview-g35805-d11472115-Chicago_s_Ultimate_City_Bike_Tour-Chicago_Illinois.html#REVIEWS,46,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html,City Tours,3 hours,Get acquainted with Chicago’s most iconic landmarks on this riotous guided bicycle tour! Join the expert guides of Bobby…,Free cancellation,from,$49.99,per adult,More info,
,By City Experiences By Hornblower,https://www.tripadvisor.com/AttractionProductReview-g35805-d15593449-Chicago_Fireworks_Dinner_Cruise_with_Buffet-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/30/14/caption.jpg?w=500&h=400&s=1,Chicago Fireworks Dinner Cruise with Buffet,49.,https://www.tripadvisor.com/AttractionProductReview-g35805-d15593449-Chicago_Fireworks_Dinner_Cruise_with_Buffet-Chicago_Illinois.html#REVIEWS,10,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html,Coffee Cruises,3 hours,"Celebrate a night out in Chicago with dinner, dancing and sightseeing aboard a three-hour luxury cruise on Lake Michigan…",,from,$158.98,per adult,More info,Taking safety measures
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Babylon Tours Chicago,https://www.tripadvisor.com/AttractionProductReview-g35805-d23226759-Art_Institute_of_Chicago_Skip_the_Line_Small_Group_Guided_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bb/92/20/caption.jpg?w=500&h=400&s=1,Art Institute of Chicago Skip-the-Line Small-Group Guided Tour,50.,https://www.tripadvisor.com/AttractionProductReview-g35805-d23226759-Art_Institute_of_Chicago_Skip_the_Line_Small_Group_Guided_Tour-Chicago_Illinois.html#REVIEWS,20,https://www.tripadvisor.com/Attraction_Review-g35805-d15844388-Reviews-Babylon_Tours_Chicago-Chicago_Illinois.html,Walking Tours,120–150 minutes,"The Art Institute of Chicago attracts nearly as many visitors as other leading galleries like the Met, Louvre & British …",Free cancellation,from,$100.70,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Windy City Ghosts,https://www.tripadvisor.com/AttractionProductReview-g35805-d19066633-Windy_City_Ghost_Tour-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/4f/fe/caption.jpg?w=500&h=400&s=1,Windy City Ghost Tour,51.,https://www.tripadvisor.com/AttractionProductReview-g35805-d19066633-Windy_City_Ghost_Tour-Chicago_Illinois.html#REVIEWS,13,https://www.tripadvisor.com/Attraction_Review-g35805-d18717490-Reviews-Windy_City_Ghosts-Chicago_Illinois.html,Walking Tours,1 hour,Windy City Ghosts walking Ghost Tour provides a look into the darkness that lurks below Chicago’s busy streets. Our Ghost…,Free cancellation,from,$24.09,per adult,More info,
Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Field Museum,https://www.tripadvisor.com/AttractionProductReview-g35805-d15303596-Field_Museum_of_Natural_History_All_Access_Pass-Chicago_Illinois.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/99/d9/f5/caption.jpg?w=500&h=400&s=1,Field Museum of Natural History All-Access Pass,52.,https://www.tripadvisor.com/AttractionProductReview-g35805-d15303596-Field_Museum_of_Natural_History_All_Access_Pass-Chicago_Illinois.html#REVIEWS,53,https://www.tripadvisor.com/Attraction_Review-g35805-d103999-Reviews-Field_Museum-Chicago_Illinois.html,Attractions & Museums,1–8 hours,Delve deep into the world of natural history with this Field Museum All Access Pass in Chicago.  Your pass includes access…,Free cancellation,from,$40.00,per adult,More info,Taking safety measures
