WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7
45,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Greatwall Trekclub Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11476374-Private_Hiking_Tour_to_The_Great_Wall_of_China_in_Beijing-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11476374-Private_Hiking_Tour_to_The_Great_Wall_of_China_in_Beijing-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0c/51/9b/caption.jpg?w=500&h=400&s=1,Private Hiking Tour to The Great Wall of China in Beijing,29.,https://www.tripadvisor.com/Attraction_Review-g294212-d4223788-Reviews-Greatwall_Trekclub_Tours-Beijing.html,Full-day Tours,6+ hours,"Jiankou Great Wall is located in Badaohe village in the northwest of Huairou County in Beijing, about 30 kilometers away…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$188.00,per adult,More info
96,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Discover Beijing Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11460257-Beijing_Private_Hutong_Food_Walking_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11460257-Beijing_Private_Hutong_Food_Walking_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/24/96/caption.jpg?w=500&h=400&s=1,Beijing Private Hutong Food Walking Tour,30.,https://www.tripadvisor.com/Attraction_Review-g294212-d3680609-Reviews-Discover_Beijing_Tours-Beijing.html,Walking Tours,4 hours,"An authentic culinary tour through Dong Si Area, lesser tourist visited hutongs. Visit Dong Si area where you will be immersed…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$88.00,per adult,More info
1,,,,,,,,,2,,,,,,,,,
Frequently Asked Questions about Beijing,,,,,,,,,Which experiences are best for tours in Beijing?,What are the best places for tours in Beijing?,,Which places provide the best tours in Beijing for kids and families?,Which places provide the best tours in Beijing for couples?,,,Which places provide the best tours in Beijing for groups?,,Which places provide the best tours in Beijing for travelers on a budget?
38,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455482-Private_Great_Wall_Hiking_from_Jiankou_to_Mutianyu-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455482-Private_Great_Wall_Hiking_from_Jiankou_to_Mutianyu-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d2/7d/caption.jpg?w=500&h=400&s=1,Private Great Wall Hiking from Jiankou to Mutianyu,1.,https://www.tripadvisor.com/Attraction_Review-g294212-d3138665-Reviews-Beijing_Tour_Guide-Beijing.html,Adventure Tours,9–10 hours,Exploring unrestored and untouched section of the Great Wall of China from Jiankou to Mutianyu can grant magnificent views…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$218.00,per adult,More info
2,,,,,,,,,1,3,,,,,,,,
"3,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=Q3NpXy9BdHRyYWN0aW9ucy1nMjk0MjEyLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUJlaWppbmcuaHRtbF9ZcFc%3D,,,,,,,,,,,,,,,
47,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g294212-d11464731-Private_Beijing_Day_Trip_Mutianyu_Great_Wall_and_Ming_Tombs-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11464731-Private_Beijing_Day_Trip_Mutianyu_Great_Wall_and_Ming_Tombs-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d2/1c/caption.jpg?w=500&h=400&s=1,Private Beijing Day Trip: Mutianyu Great Wall and Ming Tombs,31.,https://www.tripadvisor.com/Attraction_Review-g294212-d3138665-Reviews-Beijing_Tour_Guide-Beijing.html,Bus Tours,6+ hours,"Join this one day private Beijing day trip to the Mutianyu Great Wall and Ming Tombs. Lunch, attraction entrance fees and…",Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$198.00,per adult,More info
67,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Catherine Lu Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11990321-Private_Classic_Beijing_Tour_Tiananmen_Square_Forbidden_City_and_Summer_Palace-Bei.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11990321-Private_Classic_Beijing_Tour_Tiananmen_Square_Forbidden_City_and_Summer_Palace-Bei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/04/a8/caption.jpg?w=500&h=400&s=1,"Private Classic Beijing Tour: Tiananmen Square, Forbidden City and Summer Palace",32.,https://www.tripadvisor.com/Attraction_Review-g294212-d1799850-Reviews-Catherine_Lu_Tours-Beijing.html,Full-day Tours,6+ hours,Do full justice to three of Beijing’s must-see sights with a privately guided city sightseeing trip. Check out Tiananmen…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$150.00,per adult,More info
16,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Airport Layover Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d13957098-Ultimate_Forbidden_City_and_Mutianyu_Great_Wall_Discovery_with_Airport_Transfer-Be.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d13957098-Ultimate_Forbidden_City_and_Mutianyu_Great_Wall_Discovery_with_Airport_Transfer-Be.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/77/22/85/caption.jpg?w=500&h=400&s=1,Ultimate Forbidden City and Mutianyu Great Wall Discovery with Airport Transfer,33.,https://www.tripadvisor.com/Attraction_Review-g294212-d3922875-Reviews-Airport_Layover_Tour-Beijing.html,Bus Tours,8–10 hours,Don’t stuck your Beijing layover inside the airport; make the best use of your travel time in China and tailor-made a flexible…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$186.00,per adult,More info
225,Free Cancellation up to 4 days in advance,By Beijing Urban Adventures,https://www.tripadvisor.com/AttractionProductReview-g294212-d11451162-Great_Wall_of_China_Small_Group_or_Private_Day_Trip_from_Beijing-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11451162-Great_Wall_of_China_Small_Group_or_Private_Day_Trip_from_Beijing-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/d1/b2/caption.jpg?w=500&h=400&s=1,Great Wall of China Small-Group or Private Day Trip from Beijing,34.,https://www.tripadvisor.com/Attraction_Review-g294212-d2005232-Reviews-Beijing_Urban_Adventures-Beijing.html,Full-day Tours,6+ hours,Discover the Great Wall of China on this small group tour from Beijing. Travel to the restored Mutianyu section and climb…,Free cancellation,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$116.76,per adult,More info
45,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Han Tang Tour Beijing,https://www.tripadvisor.com/AttractionProductReview-g294212-d12152733-Great_Wall_of_China_at_Badaling_and_Ming_Tombs_Day_Tour_from_Beijing-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12152733-Great_Wall_of_China_at_Badaling_and_Ming_Tombs_Day_Tour_from_Beijing-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/94/75/caption.jpg?w=500&h=400&s=1,Great Wall of China at Badaling and Ming Tombs Day Tour from Beijing,35.,https://www.tripadvisor.com/Attraction_Review-g294212-d19948410-Reviews-Han_Tang_Tour_Beijing-Beijing.html,Bus Tours,6+ hours,"See two of China's most popular destinations, the World Heritage-listed Great Wall of China and the Ming Tombs, on one unforgettable…",Free cancellation,,,from,$73.00,per adult,More info
28,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Meto Private Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d14017893-Beijing_Golden_Mask_Dynasty_Show_with_Private_Transfer-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d14017893-Beijing_Golden_Mask_Dynasty_Show_with_Private_Transfer-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6a/c2/ed/caption.jpg?w=500&h=400&s=1,Beijing Golden Mask Dynasty Show with Private Transfer,36.,https://www.tripadvisor.com/Attraction_Review-g294212-d12689773-Reviews-Beijing_Meto_Private_Tour-Beijing.html,Theaters,3 hours,Enjoy an amazing music and dancing banquet show Golden Mask Dynasty Show while you are in Beijing. The fabulous 360 degrees…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$68.00,per adult,More info
66,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Jimmy Zhang Tours-Day Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d12581397-Mutianyu_Great_Wall_Private_Day_Tour_with_English_Driver-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12581397-Mutianyu_Great_Wall_Private_Day_Tour_with_English_Driver-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/26/f7/caption.jpg?w=500&h=400&s=1,Mutianyu Great Wall Private Day Tour with English Driver,37.,https://www.tripadvisor.com/Attraction_Review-g294212-d4605929-Reviews-Jimmy_Zhang_Tours_Day_Tour-Beijing.html,Full-day Tours,6+ hours,"Enjoy a flexible, private 8-hour tour to the famous Mutianyu Great Wall with your friendly English-speaking driver during…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$78.00,per adult,More info
233,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Walking Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11485050-Great_Wall_at_Gubeikou_and_Jinshanling_Private_Sunset_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11485050-Great_Wall_at_Gubeikou_and_Jinshanling_Private_Sunset_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/85/98/caption.jpg?w=500&h=400&s=1,Great Wall at Gubeikou and Jinshanling Private Sunset Tour,38.,https://www.tripadvisor.com/Attraction_Review-g294212-d7296270-Reviews-Beijing_Walking_Tours-Beijing.html,Full-day Tours,6+ hours,"If you are not a morning person, or if you are a shutterbug, this private sunset Great Wall tour is surely a good choice…",Free cancellation,99% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$224.00,per adult,More info
68,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By ChinaSeeing Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d12651033-Beijing_Badaling_Great_Wall_and_Ming_Tomb_Small_Group_Tour_with_Lunch-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12651033-Beijing_Badaling_Great_Wall_and_Ming_Tomb_Small_Group_Tour_with_Lunch-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d9/86/37/caption.jpg?w=500&h=400&s=1,Beijing Badaling Great Wall and Ming Tomb Small-Group Tour with Lunch,39.,https://www.tripadvisor.com/Attraction_Review-g294212-d10486752-Reviews-ChinaSeeing_Tours-Beijing.html,Full-day Tours,6+ hours,"Enjoy 4 hours' free time on the Great Wall. Longer than the usual 2 hours of regular tours on the Great Wall.

Great value…",Free cancellation,91% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$42.00,per adult,More info
20,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mark’s Guide & Driver Service,https://www.tripadvisor.com/AttractionProductReview-g294212-d11473080-Mutianyu_Great_Wall_Half_Day_Private_Tour_including_Toboggan_Down-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11473080-Mutianyu_Great_Wall_Half_Day_Private_Tour_including_Toboggan_Down-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d4/58/75/caption.jpg?w=500&h=400&s=1,Mutianyu Great Wall Half Day Private Tour including Toboggan Down,40.,https://www.tripadvisor.com/Attraction_Review-g294212-d2518896-Reviews-Mark_s_Guide_Driver_Service-Beijing.html,Bus Tours,5 hours,"Avoid the crowded tourists on Mutianyu Great Wall, 

Experience one of the world’s true 7 wonders in this private tour with…",Free cancellation,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$179.00,per adult,More info
58,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Layover Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d14170270-Beijing_Layover_Small_Group_Tour_to_Great_Wall_Forbidden_City_9AM_5PM-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d14170270-Beijing_Layover_Small_Group_Tour_to_Great_Wall_Forbidden_City_9AM_5PM-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e7/75/caption.jpg?w=500&h=400&s=1,Beijing Layover Small Group Tour to Great Wall & Forbidden City (9AM-5PM),41.,https://www.tripadvisor.com/Attraction_Review-g294212-d10264740-Reviews-Beijing_Layover_Tour-Beijing.html,Full-day Tours,6+ hours,"Beijing layover small group tour to visit the Mutianyu Great Wall, Tiananmen Square and Forbidden City starting from 9am…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$150.00,per adult,More info
36,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By WikiBeijing,https://www.tripadvisor.com/AttractionProductReview-g294212-d11483217-3_Day_Beijing_Sightseeing_Private_Custom_Made_Combo_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11483217-3_Day_Beijing_Sightseeing_Private_Custom_Made_Combo_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/ac/2c/caption.jpg?w=500&h=400&s=1,3-Day Beijing Sightseeing Private Custom-Made Combo Tour,42.,https://www.tripadvisor.com/Attraction_Review-g294212-d8870709-Reviews-WikiBeijing-Beijing.html,Bus Tours,3 days,This 3-day private tour combo package offers ultimate flexibility for you to choose the attractions you want to see in Beijing…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$563.20,per adult,More info
