WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,dXxty,ccVGl,WlYyy 4,ccVGl 2,WlYyy 5,WlYyy 6,WlYyy 7,cctrW 2
1,,By Adventures by Asian Detours,https://www.tripadvisor.com/AttractionProductReview-g294265-d14948455-Singapore_River_Cycling-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d14948455-Singapore_River_Cycling-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/68/f7/f1/caption.jpg?w=500&h=400&s=1,Singapore River Cycling,221.,https://www.tripadvisor.com/Attraction_Review-g1644875-d1985426-Reviews-Adventures_by_Asian_Detours-Pulau_Ubin.html,Bike Tours,3–4 hours,We’ve brought our adrenaline-pumping cycling programme out of Pulau Ubin and into Singapore’s beautiful Marina Bay district…,,from,$73.98,per adult,More info,,,
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17539112-Red_Clogs_Down_the_Five_Foot_Way_A_Chinatown_Walk-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17539112-Red_Clogs_Down_the_Five_Foot_Way_A_Chinatown_Walk-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/ce/de/caption.jpg?w=500&h=400&s=1,"Red Clogs Down the Five-Foot-Way, A Chinatown Walk",222.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Walking Tours,2–3 hours,"Meet your guide at Exit A outside Telok Ayer MRT Station to walk along Singapore's unique, and very special, Chinatown. …",Taking safety measures,from,$42.80,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Tours In Vogue,https://www.tripadvisor.com/AttractionProductReview-g294265-d16641445-Familiarisation_Tour_Singapore_City_Core-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16641445-Familiarisation_Tour_Singapore_City_Core-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/80/1f/e0/caption.jpg?w=500&h=400&s=1,Familiarisation Tour - Singapore City Core,223.,https://www.tripadvisor.com/Attraction_Review-g294265-d15677497-Reviews-Tours_In_Vogue-Singapore.html,Bus Tours,4 hours,This tour is suitable for foreigners who are planning to relocate to Singapore for employment or for business and are looking…,,from,$74.10,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429085-Michelin_Star_Street_Food_Dining_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429085-Michelin_Star_Street_Food_Dining_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4e/91/51/caption.jpg?w=500&h=400&s=1,Michelin Star Street Food Dining Tour,224.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Bus Tours,3 hours,"On this tour, your ‘insider’ food explorer will take you through hidden alleys to some of Singapore’s Michelin Star ‘restaurants…",Taking safety measures,from,$221.64,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Traveling Spoon,https://www.tripadvisor.com/AttractionProductReview-g294265-d12465534-Private_Cooking_Demo_and_Meal_with_an_Expert_Singaporean_Home_Cook-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d12465534-Private_Cooking_Demo_and_Meal_with_an_Expert_Singaporean_Home_Cook-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/af/08/b7/caption.jpg?w=500&h=400&s=1,Private Cooking Demo and Meal with an Expert Singaporean Home Cook,225.,https://www.tripadvisor.com/Attraction_Review-g294265-d12565097-Reviews-Traveling_Spoon-Singapore.html,Private and Luxury,3 hours,"Learn to prepare delicious Singaporean and Peranakan favorites as your host, a home-cook extraordinaire and a local author…",Taking safety measures,from,$177.18,per adult,More info,,Free cancellation,Free Cancellation up to 3 days in advance
1,,By A Chef's Tour (Bangkok),https://www.tripadvisor.com/AttractionProductReview-g294265-d16643119-Old_Town_Singapore_Street_Eats-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16643119-Old_Town_Singapore_Street_Eats-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/26/8e/caption.jpg?w=500&h=400&s=1,Old Town Singapore Street Eats,226.,https://www.tripadvisor.com/Attraction_Review-g293916-d12845327-Reviews-A_Chef_s_Tour_Bangkok-Bangkok.html,Walking Tours,3 hours,"Singapore is an intriguing mix of Malay, Indian and Chinese all of whom have come together to create a dynamic food scene…",Taking safety measures,from,$179.72,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By SingaBites,https://www.tripadvisor.com/AttractionProductReview-g294265-d11990500-Private_Katong_Evening_Food_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11990500-Private_Katong_Evening_Food_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2f/36/93/caption.jpg?w=500&h=400&s=1,Private Katong Evening Food Tour,227.,https://www.tripadvisor.com/Attraction_Review-g294265-d8482055-Reviews-SingaBites-Singapore.html,Walking Tours,3 hours,We have been running this tour since 2015 and it is always a big hit. Hosting the tour in Katong allows guests to get out…,Taking safety measures,from,$133.21,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
4,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449620-Singapore_Shared_Departure_Transfer_Hotel_to_Airport-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449620-Singapore_Shared_Departure_Transfer_Hotel_to_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b0/70/37/caption.jpg?w=500&h=400&s=1,Singapore Shared Departure Transfer: Hotel to Airport,228.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,10–45 minutes,"Need to get to Singapore Changi Airport? Plan your trip ahead of time, and book and pay for your airport transfer right …",Taking safety measures,from,$26.45,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Prime Aces Limousine,https://www.tripadvisor.com/AttractionProductReview-g294265-d15186685-Private_Mini_Van_From_Singapore_Airport_To_Hotel_In_City-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15186685-Private_Mini_Van_From_Singapore_Airport_To_Hotel_In_City-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/ac/d3/caption.jpg?w=500&h=400&s=1,Private Mini Van From Singapore Airport To Hotel In City,229.,https://www.tripadvisor.com/Attraction_Review-g294265-d13396232-Reviews-Prime_Aces_Limousine-Singapore.html,,30 minutes,"Business Van = The Luxurious People Mover

The benchmark vehicles in Asia for VIPs travelling in groups. 

The business …",,from,$77.82,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Zenith Wholesale Enterprise,https://www.tripadvisor.com/AttractionProductReview-g294265-d17774364-Singapore_Airport_Transfer-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17774364-Singapore_Airport_Transfer-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8e/41/30/caption.jpg?w=500&h=400&s=1,Singapore Airport Transfer,230.,https://www.tripadvisor.com/Attraction_Review-g294265-d17738872-Reviews-Zenith_Wholesale_Enterprise-Singapore.html,,1–2 hours,"All our cars are new, clean and drivers are professional.Customer may ask driver any questions when in doubt and our drivers…",,from,$34.18,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d20187065-Cable_Car_Heritage_Dining-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20187065-Cable_Car_Heritage_Dining-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/07/50/caption.jpg?w=500&h=400&s=1,Cable Car Heritage Dining,231.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,2 hours,Enjoy a memorable evening with Asia’s one and only Cable Car Sky Dining that offers panoramic views of Singapore's changing…,Taking safety measures,from,$142.62,per adult,More info,,,
1,,By Sightseeing Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978789-360_Aerial_View_Cable_Car_Sky_Pass-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978789-360_Aerial_View_Cable_Car_Sky_Pass-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/46/db/fb/caption.jpg?w=500&h=400&s=1,360° Aerial View Cable Car Sky Pass,232.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Cable Car Tours,30 minutes,"Take in impressive 360° aerial views of Singapore’s urban city, lush greenery of Mount Faber and Sentosa onboard the Singapore…",Taking safety measures,from,$22.33,per adult,More info,,,
1,,By Resource Travel Pte. Ltd.,https://www.tripadvisor.com/AttractionProductReview-g294265-d12470915-3_Hours_Little_India_Tour_in_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d12470915-3_Hours_Little_India_Tour_in_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/30/a4/d1/caption.jpg?w=500&h=400&s=1,3 Hours Little India Tour in Singapore,233.,https://www.tripadvisor.com/Attraction_Review-g294265-d15683807-Reviews-Resource_Travel_Pte_Ltd-Singapore.html,Bus Tours,1–3 hours,"Get a taste of Indian life as you visit booths selling spices, fresh flower garlands and saris. A visit to a Hindu temple…",,from,$495.92,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449621-Singapore_Transfer_Hotel_to_Singapore_Cruise_Centre-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449621-Singapore_Transfer_Hotel_to_Singapore_Cruise_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/8e/ff/caption.jpg?w=500&h=400&s=1,Singapore Transfer: Hotel to Singapore Cruise Centre,234.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,10–45 minutes,Confused about how to get to your cruise on time? Pre-book this shared transfer from your hotel in either downtown Singapore…,Taking safety measures,from,$28.49,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Secret Food Tours Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19901326-Private_Tour_Secret_Food_Tours_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19901326-Private_Tour_Secret_Food_Tours_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9d/38/05/caption.jpg?w=500&h=400&s=1,Private Tour: Secret Food Tours Singapore,235.,https://www.tripadvisor.com/Attraction_Review-g294265-d16858013-Reviews-Secret_Food_Tours_Singapore-Singapore.html,Walking Tours,3 hours,"By joining our Secret Food Tour, you'll have the opportunity to discover what the authentic Singaporean food experience …",,from,$113.15,per adult,More info,,,
1,,By Tribe,https://www.tripadvisor.com/AttractionProductReview-g294265-d20061387-Quaint_Little_Shops_Tiong_Bahru-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d20061387-Quaint_Little_Shops_Tiong_Bahru-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/5c/d4/caption.jpg?w=500&h=400&s=1,Quaint Little Shops & Tiong Bahru,236.,https://www.tripadvisor.com/Attraction_Review-g294265-d7187378-Reviews-Tribe-Singapore.html,Private and Luxury,3 hours,"From quaint little shops to hipster cafes and iconic murals, Tiong Bahru is a treasure trove of inspiration. In one of Singapore…",Taking safety measures,from,$75.37,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Oriental Travel and Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d16796104-Authentic_Local_Neighborhood_Tour_Journey_across_2_interesting_local_towns-Singapo.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16796104-Authentic_Local_Neighborhood_Tour_Journey_across_2_interesting_local_towns-Singapo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/3e/43/caption.jpg?w=500&h=400&s=1,Authentic Local Neighborhood Tour - Journey across 2 interesting local towns,237.,https://www.tripadvisor.com/Attraction_Review-g294265-d15657416-Reviews-Oriental_Travel_and_Tours-Singapore.html,Bus Tours,4–5 hours,"Singaporeans originated from different countries and cultures, and this is what gives us our unique identity today. With…",,from,$11.44,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Singapore Self-Guided Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d13181979-Singapore_Self_Guided_Audio_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d13181979-Singapore_Self_Guided_Audio_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/1f/97/ed/caption.jpg?w=500&h=400&s=1,Singapore Self-Guided Audio Tour,238.,https://www.tripadvisor.com/Attraction_Review-g294265-d23906587-Reviews-Singapore_Self_Guided_Tours-Singapore.html,Walking Tours,1–3 hours,"Short and highly selective information in the audio commentary for tourist attractions in around Singapore

Highlights of…",Taking safety measures,from,$6.00,per adult,More info,,,
1,,By City Unscripted,https://www.tripadvisor.com/AttractionProductReview-g294265-d15787470-Singapore_Private_Food_Tours_with_a_Local_100_Personalized-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15787470-Singapore_Private_Food_Tours_with_a_Local_100_Personalized-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/bf/3c/caption.jpg?w=500&h=400&s=1,Singapore Private Food Tours with a Local: 100% Personalized ★★★★★,239.,https://www.tripadvisor.com/Attraction_Review-g294265-d13170224-Reviews-City_Unscripted-Singapore.html,City Tours,4 hours,Join one of our local hosts and experience life as a character from the film ‘Crazy Rich Asians’ as you eat your way around…,Taking safety measures,from,$174.42,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By The Walking Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d14207836-Singapore_Walking_Tour_Magical_River-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d14207836-Singapore_Walking_Tour_Magical_River-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/38/f0/bb/caption.jpg?w=500&h=400&s=1,Singapore Walking Tour: Magical River,240.,https://www.tripadvisor.com/Attraction_Review-g294265-d13949369-Reviews-The_Walking_Singapore-Singapore.html,City Tours,3 hours,Get to know Singapore from where it all began - the Singapore River. Hop on a river taxi and follow the trail of the first…,,from,$62.68,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
8,,,,,,,,,1,7,,,,9,,,,,
617 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=d0NOXy9BdHRyYWN0aW9ucy1nMjk0MjY1LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVNpbmdhcG9yZS5odG1sX1F1eQ%3D%3D,,,,,,,,,,,,,,,,
1,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449603-Singapore_Private_Departure_Transfer_Hotel_to_Airport-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449603-Singapore_Private_Departure_Transfer_Hotel_to_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/75/0f/caption.jpg?w=500&h=400&s=1,Singapore Private Departure Transfer: Hotel to Airport,241.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,25 minutes,Travel from your Singapore or Sentosa Island hotel to Changi International Airport in the luxury of a private vehicle. Don…,Taking safety measures,from,$70.19,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By mark chng,https://www.tripadvisor.com/AttractionProductReview-g294265-d18477920-Tropical_RainForest_and_Orchid_Garden_Walk_UNESCO-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d18477920-Tropical_RainForest_and_Orchid_Garden_Walk_UNESCO-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/c2/ba/caption.jpg?w=500&h=400&s=1,Tropical RainForest and Orchid Garden Walk (UNESCO),242.,https://www.tripadvisor.com/Attraction_Review-g294265-d18380634-Reviews-Mark_chng-Singapore.html,Rail Tours,2 hours,"Singapore is not just a city full of buildings but also a city in a Garden, join us in a 2 hours walk to see the Rainforest…",,from,$38.15,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17524926-Private_Tour_Finding_Harmony_with_Feng_Shui-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17524926-Private_Tour_Finding_Harmony_with_Feng_Shui-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/e4/16/caption.jpg?w=500&h=400&s=1,Private Tour: Finding Harmony with Feng Shui,243.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Bus Tours,4 hours,Explore Singapore from a Feng-Shui perspective and learn how it is an integral part in the design and construction at many…,Taking safety measures,from,$314.99,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By FunEmpire,https://www.tripadvisor.com/AttractionProductReview-g294265-d23507029-Icons_of_Singapore_Private_Virtual_Travel_Experience-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d23507029-Icons_of_Singapore_Private_Virtual_Travel_Experience-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/44/f6/94/caption.jpg?w=500&h=400&s=1,Icons of Singapore Private Virtual Travel Experience,244.,https://www.tripadvisor.com/Attraction_Review-g294265-d14164940-Reviews-FunEmpire-Singapore.html,Self-guided Tours & Rentals,1–2 hours,This Virtual Travel Experience - Icons of Singapore allows you to learn about Singapore through a series of interactive …,Taking safety measures,from,$15.26,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By JM LIMOUSINE SERVICE,https://www.tripadvisor.com/AttractionProductReview-g294265-d17460308-Airport_Transfer_Service-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17460308-Airport_Transfer_Service-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8b/c3/4b/caption.jpg?w=500&h=400&s=1,Airport Transfer Service,245.,https://www.tripadvisor.com/Attraction_Review-g294265-d17449220-Reviews-JM_LIMOUSINE_SERVICE-Singapore.html,,1–60 minutes,"We providing luxury and comfort transport to our client to give them the best stay in Singapore.

We want to make travelling…",,from,$61.04,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17404285-Jurong_Bird_Park_with_Hotel_Pick_Up-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17404285-Jurong_Bird_Park_with_Hotel_Pick_Up-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/52/08/caption.jpg?w=500&h=400&s=1,Jurong Bird Park with Hotel Pick Up,246.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Zoo Tickets & Passes,3 hours,"Asia’s largest bird park, Jurong Bird Park, features a collection of more than 5,000 birds across 400 species. There is …",Taking safety measures,from,$42.26,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Singapore Street Shots,https://www.tripadvisor.com/AttractionProductReview-g294265-d12835174-Singapore_Skyline_Photo_Walk-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d12835174-Singapore_Skyline_Photo_Walk-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9f/1b/b3/caption.jpg?w=500&h=400&s=1,Singapore Skyline Photo Walk,247.,https://www.tripadvisor.com/Attraction_Review-g294265-d9811540-Reviews-Singapore_Street_Shots-Singapore.html,Ports of Call Tours,5–6 hours,"Discover Singapore and experience a photo walk off the beaten path, (5.5 Hrs TUESDAY, THURSDAY & SATURDAY) through Marina…",,from,$97.94,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Crafune,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17699356-Experience_leathercraft_in_Singapore_Haji_Lane_ID_Cardholder-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2e/83/d7/caption.jpg?w=500&h=400&s=1,Experience leathercraft in Singapore Haji Lane : ID Cardholder,248.,https://www.tripadvisor.com/Attraction_Review-g294265-d14924264-Reviews-Crafune-Singapore.html,Art Classes,3 hours,"Create a unique pyramid pouch in the cultural heritage street of Singapore, Haji Lane. Experience the process of creating…",,from,$75.45,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Hello Transfers,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17772439-Singapore_Airport_Transfer_in_a_23_seater_minibus-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/37/10/caption.jpg?w=500&h=400&s=1,Singapore Airport Transfer in a 23 seater minibus,249.,https://www.tripadvisor.com/Attraction_Review-g294265-d17580508-Reviews-Hello_Transfers-Singapore.html,,20–40 minutes,"This is a private one-way airport transfer in a 23 seater Minibus. 

Pick up and drop is available from all hotels and cruise…",Taking safety measures,from,$149.75,per group,More info,,,
,,By Seven Senses Tours,,https://www.tripadvisor.com/AttractionProductReview-g294265-d18343006-Singapore_and_Sabah_Borneo_Private_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/48/14/caption.jpg?w=500&h=400&s=1,"Singapore and Sabah, Borneo Private Tour",250.,https://www.tripadvisor.com/Attraction_Review-g186338-d18220877-Reviews-Seven_Senses_Tours-London_England.html,Bus Tours,3+ days,"A quick visit to Singapore on your way to Borneo, then dive into the nature and wildlife adventure. Visit Kinabalu National…",,from,"$2,686.83",per adult,More info,,,
,,By City Unscripted,,https://www.tripadvisor.com/AttractionProductReview-g294265-d15055034-Singapore_Hawker_Centre_Tours_with_a_Local_Foodie_100_Personalized-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ab/91/77/caption.jpg?w=500&h=400&s=1,Singapore Hawker Centre Tours with a Local Foodie: 100% Personalized ★★★★★,251.,https://www.tripadvisor.com/Attraction_Review-g294265-d13170224-Reviews-City_Unscripted-Singapore.html,City Tours,5 hours,You’ll join one of our local Singapore hosts to spend a few hours eating your way around some of the city's most famous …,Taking safety measures,from,$188.26,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By I Asia Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429087-Singapore_Airport_Shared_Arrival_or_Departure_Transfer_to_Ferry_Terminal-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/43/7e/28/caption.jpg?w=500&h=400&s=1,Singapore Airport: Shared Arrival or Departure Transfer to Ferry Terminal,252.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,,30 minutes,Our driver will be ready at the arrivals hall ready to take you to the ferry or return. Your driver will be waiting in the…,Taking safety measures,from,$31.51,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Tour About Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17823521-Eat_Pray_Love_Singapore_Food_Tour_With_A_Difference-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/8c/de/caption.jpg?w=500&h=400&s=1,Eat Pray Love - Singapore Food Tour With A Difference,253.,https://www.tripadvisor.com/Attraction_Review-g294265-d10398885-Reviews-Tour_About_Singapore-Singapore.html,Private and Luxury,4 hours,"The Eat, Pray Love Tour is a food tour with a difference – as you enjoy food with different ethnic backgrounds, you will…",Taking safety measures,from,$106.81,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Resource Travel Pte. Ltd.,,https://www.tripadvisor.com/AttractionProductReview-g294265-d12470867-Shore_Excursion_Full_Day_Singapore_City_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d3/f2/f3/caption.jpg?w=500&h=400&s=1,Shore Excursion: Full-Day Singapore City Tour,254.,https://www.tripadvisor.com/Attraction_Review-g294265-d15683807-Reviews-Resource_Travel_Pte_Ltd-Singapore.html,Bus Tours,1–6 hours,Enjoy your time ashore with this exciting full-day shore excursion tour of Singapore! See some of the most iconic places…,,from,$251.78,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Aperture Tours,,https://www.tripadvisor.com/AttractionProductReview-g294265-d20971354-Private_Photo_Shoot_in_Singapore_with_a_Professional_Photographer-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5f/59/37/caption.jpg?w=500&h=400&s=1,Private Photo Shoot in Singapore with a Professional Photographer,255.,https://www.tripadvisor.com/Attraction_Review-g294265-d11802321-Reviews-Aperture_Tours-Singapore.html,,3 hours,"Starting at a cafe for a coffee or a glass of wine, we will make sure we get to know you, as well as you us, so we can make…",Taking safety measures,from,$501.97,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Tour East Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d13556727-Private_Transfer_Singapore_Cruise_Centre_to_Hotel-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/8e/e2/caption.jpg?w=500&h=400&s=1,Private Transfer: Singapore Cruise Centre to Hotel,256.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,1 hour,Travel from the Singapore Cruise Centre to downtown hotel with ease by pre-booking this private transportation service. …,Taking safety measures,from,$73.24,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
