WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,WlYyy 5,ySnDE,ccVGl,WlYyy 7,ccVGl 2,WlYyy 8
3,,By Tokyo Fuji Art Museum,https://www.tripadvisor.com/AttractionProductReview-g298184-d16709729-Tokyo_Fuji_Art_Museum_Admission_Ticket_Special_Exhibition_when_being_held-Tokyo_To.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298184-d16709729-Tokyo_Fuji_Art_Museum_Admission_Ticket_Special_Exhibition_when_being_held-Tokyo_To.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/d5/b7/02/caption.jpg?w=500&h=400&s=1,Tokyo Fuji Art Museum Admission Ticket + Special Exhibition (when being held),30.,https://www.tripadvisor.com/Attraction_Review-g1060898-d3661930-Reviews-Tokyo_Fuji_Art_Museum-Hachioji_Tokyo_Prefecture_Kanto.html,Attractions & Museums,2–3 hours,Taking safety measures,Free cancellation,"★Sep 19, 2021（Sun） ～　Jan 16, 2022（Sun）

≪SPECIAL EXHIBITION≫　Ancient Egypt—The Creation of the World

≪PERMANENT EXHIBITION…",from,$6.22,per adult,More info
1,,,,,,,,,2,,,,,,,,
Frequently Asked Questions about Tokyo,,,,,,,,,Which experiences are best for tours in Tokyo?,What are the best places for tours in Tokyo?,Which places provide the best tours in Tokyo for kids and families?,Which places provide the best tours in Tokyo for couples?,,,Which places provide the best tours in Tokyo for travelers on a budget?,,Which places provide the most romantic tours in Tokyo?
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=RXF1Xy9BdHRyYWN0aW9ucy1nMjk4MTg0LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVRva3lvX1Rva3lvX1ByZWZlY3R1cmVfS2FudG8uaHRtbF81d1E%3D,,,,,,,,,,,,,,
7,,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066443-d21033478-Tokyo_Imperial_Palace_Historical_Virtual_Tour-Chiyoda_Tokyo_Tokyo_Prefecture_Kant.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d21033478-Tokyo_Imperial_Palace_Historical_Virtual_Tour-Chiyoda_Tokyo_Tokyo_Prefecture_Kant.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0e/b8/6f/caption.jpg?w=500&h=400&s=1,Tokyo Imperial Palace Historical Virtual Tour,31.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,1–2 hours,Taking safety measures,Free cancellation,"In this tour, we will visit Tokyo Imperial Palace and Tokyo Station, two of Tokyo's finest and classic locations. They are…",from,$24.60,per adult,More info
"1,204",This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Ebisuya Asakusa,https://www.tripadvisor.com/AttractionProductReview-g1066461-d11454709-Tokyo_Asakusa_Rickshaw_Tour-Taito_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066461-d11454709-Tokyo_Asakusa_Rickshaw_Tour-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/c0/caption.jpg?w=500&h=400&s=1,Tokyo Asakusa Rickshaw Tour,32.,https://www.tripadvisor.com/Attraction_Review-g14134311-d7372434-Reviews-Ebisuya_Asakusa-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Private and Luxury,30–180 minutes,Taking safety measures,Free cancellation,Climb aboard a traditional Japanese rickshaw for an unforgettable view of the Asakusa district in Tokyo. Your knowledgeable…,from,$43.56,per adult,More info
87,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By YUCa's Japanese Cooking,https://www.tripadvisor.com/AttractionProductReview-g1066441-d15040207-Ramen_and_Gyoza_Cooking_Class_and_Tokyo_Local_Supermarket-Arakawa_Tokyo_Tokyo_Pre.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066441-d15040207-Ramen_and_Gyoza_Cooking_Class_and_Tokyo_Local_Supermarket-Arakawa_Tokyo_Tokyo_Pre.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e8/2d/caption.jpg?w=500&h=400&s=1,Ramen and Gyoza Cooking Class and Tokyo Local Supermarket,33.,https://www.tripadvisor.com/Attraction_Review-g1066441-d11770293-Reviews-YUCa_s_Japanese_Cooking-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,3 hours,Taking safety measures,Free cancellation,Ramen and Gyoza are becoming even more famous than Sushi and Tempura in the world. Ramen is a noodle dish with delicious…,from,$115.63,per adult,More info
13,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066461-d14771284-Asakusa_Bar_Hopping_Night_Food_Walking_Tour_through_Nakamise_Shopping_Street-Tait.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066461-d14771284-Asakusa_Bar_Hopping_Night_Food_Walking_Tour_through_Nakamise_Shopping_Street-Tait.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/ad/ee/caption.jpg?w=500&h=400&s=1,Asakusa Bar Hopping Night Food Walking Tour through Nakamise Shopping Street,34.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3 hours,Taking safety measures,Free cancellation,"-Start your night food and barhoping journey-

At night, the busy streets in Asakusa transforms into a bar hopping food & …",from,$42.64,per adult,More info
1,,By Spa Damai Daikanyama,https://www.tripadvisor.com/AttractionProductReview-g1066450-d12030132-Experience_Award_Winning_Spa_Treatments_in_Downtown_Tokyo-Meguro_Tokyo_Tokyo_Pref.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066450-d12030132-Experience_Award_Winning_Spa_Treatments_in_Downtown_Tokyo-Meguro_Tokyo_Tokyo_Pref.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/9b/d2/caption.jpg?w=500&h=400&s=1,Experience Award-Winning Spa Treatments in Downtown Tokyo,35.,https://www.tripadvisor.com/Attraction_Review-g1066450-d11773743-Reviews-Spa_Damai_Daikanyama-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,,2–3 hours,Taking safety measures,Free cancellation,"Boost your energy levels and relax after traveling at the Spa Damai Daikanyama. Here, you will find award-winning spa treatments…",from,$195.42,per adult,More info
1,,By TOKYO DRIFT,https://www.tripadvisor.com/AttractionProductReview-g1066459-d19108233-Driving_Experience_With_Nissan_Skyline_GTR34_in_Tokyo_Shibuya_Crossing_Course-Sum.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066459-d19108233-Driving_Experience_With_Nissan_Skyline_GTR34_in_Tokyo_Shibuya_Crossing_Course-Sum.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/41/8c/caption.jpg?w=500&h=400&s=1,Driving Experience With Nissan Skyline GTR34 in Tokyo / Shibuya Crossing Course,36.,https://www.tripadvisor.com/Attraction_Review-g1066459-d18971907-Reviews-TOKYO_DRIFT-Sumida_Tokyo_Tokyo_Prefecture_Kanto.html,Luxury Car Tours,2 hours,Free cancellation,,"Do you want to get the most of Tokyo in two hours?

This activity allows you to ride your way through the city!

Once you…",from,$272.22,per group,More info
,,By JP Tours,,https://www.tripadvisor.com/AttractionProductReview-g1066457-d19586347-Mt_Fuji_Day_Tour_with_English_Speaking_Guide-Shinjuku_Tokyo_Tokyo_Prefecture_Kant.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/a9/f3/caption.jpg?w=500&h=400&s=1,Mt Fuji Day Tour with English Speaking Guide,37.,https://www.tripadvisor.com/Attraction_Review-g1066457-d18758151-Reviews-JP_Tours-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Full-day Tours,6+ hours,Free cancellation,,Visit Mt fuji viewing locations at same day on this day trip from Tokyo. This tour is a private charter with an English …,from,$583.06,per group,More info
1,,By VIP Japan Tours,https://www.tripadvisor.com/AttractionProductReview-g1066444-d17405660-Tokyo_70_min_Open_Top_Sightseeing_Bus_Ride_Bay_Course_City_Course-Chuo_Tokyo_Toky.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066444-d17405660-Tokyo_70_min_Open_Top_Sightseeing_Bus_Ride_Bay_Course_City_Course-Chuo_Tokyo_Toky.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/ef/ef/caption.jpg?w=500&h=400&s=1,Tokyo: 70 min. Open Top Sightseeing Bus Ride - Bay Course & City Course,38.,https://www.tripadvisor.com/Attraction_Review-g1021390-d16803881-Reviews-VIP_Japan_Tours-Shiki_Saitama_Prefecture_Kanto.html,Bus Tours,1–2 hours,Taking safety measures,Free cancellation,"First time in Tokyo? Don't have a full day to see everything? Don't know where to start in this huge city?

Why not enjoy…",from,$15.99,per adult,More info
146,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Venture,https://www.tripadvisor.com/AttractionProductReview-g14129528-d12463771-Private_Custom_Tour_Tokyo_in_a_Day-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129528-d12463771-Private_Custom_Tour_Tokyo_in_a_Day-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/f6/82/d2/caption.jpg?w=500&h=400&s=1,Private Custom Tour: Tokyo in a Day,39.,https://www.tripadvisor.com/Attraction_Review-g1066461-d13167724-Reviews-Venture-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,"This is a fully customized private tour, either 8 hour full day tour or 4 hour half day tour. We will create your tour based…",from,$201.63,per adult,More info
47,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tokyo Star Agency,https://www.tripadvisor.com/AttractionProductReview-g1066443-d12472124-Private_Tour_Chartered_Car_to_Mt_Fuji_Lake_Kawaguchiko_or_Hakone_and_Lake_Ashi-Ch.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d12472124-Private_Tour_Chartered_Car_to_Mt_Fuji_Lake_Kawaguchiko_or_Hakone_and_Lake_Ashi-Ch.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/94/d4/cd/caption.jpg?w=500&h=400&s=1,Private Tour: Chartered Car to Mt. Fuji Lake Kawaguchiko or Hakone and Lake Ashi,40.,https://www.tripadvisor.com/Attraction_Review-g1066450-d13144726-Reviews-Tokyo_Star_Agency-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,"A full day to take the best shots of the scenic Mt Fuji and have cultural experiences.

In this activity you can choose …",from,"$1,110.31",per group,More info
43,,By JTB Sunrise Tours,https://www.tripadvisor.com/AttractionProductReview-g1066457-d11446672-Nikko_1_Day_Bus_Tour_World_Heritage_of_Nikko_Toshogu_Lake_Chuzenji_Kegon_Falls-Sh.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066457-d11446672-Nikko_1_Day_Bus_Tour_World_Heritage_of_Nikko_Toshogu_Lake_Chuzenji_Kegon_Falls-Sh.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/38/ae/52/caption.jpg?w=500&h=400&s=1,"Nikko 1-Day Bus Tour :World Heritage of Nikko Toshogu,Lake Chuzenji,Kegon Falls",41.,https://www.tripadvisor.com/Attraction_Review-g1066854-d2341859-Reviews-JTB_Sunrise_Tours-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,Explore the scenic shrines and breathtaking countryside of Nikko National Park on a relaxing day trip from Tokyo. Famous…,from,$133.24,per adult,More info
192,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Arigato Japan Food Tours,https://www.tripadvisor.com/AttractionProductReview-g1066456-d11479303-Walking_Food_Tour_of_Shibuya_at_Night-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066456-d11479303-Walking_Food_Tour_of_Shibuya_at_Night-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/d0/caption.jpg?w=500&h=400&s=1,Walking Food Tour of Shibuya at Night,42.,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,Night Tours,3 hours,Taking safety measures,Free cancellation,This authentic 3-hour Japanese street food tour is the ULTIMATE foodie experience in Shibuya. Enjoy the best of all you …,from,$182.00,per adult,More info
594,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Bicycle Tours Tokyo,https://www.tripadvisor.com/AttractionProductReview-g1066457-d11479150-Small_Group_Tokyo_Biking_Tour-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066457-d11479150-Small_Group_Tokyo_Biking_Tour-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e8/39/caption.jpg?w=500&h=400&s=1,Small-Group Tokyo Biking Tour,43.,https://www.tripadvisor.com/Attraction_Review-g1066457-d10091000-Reviews-Bicycle_Tours_Tokyo-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Day Trips,6–7 hours,Taking safety measures,Free cancellation,Bike around Tokyo like a local as you explore the city’s highlights on this 6.5-hour/20miles(32km) tour. In a small group…,from,$84.38,per adult,More info
292,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066457-d13328474-Tokyo_Bar_Hopping_Night_Tour_in_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066457-d13328474-Tokyo_Bar_Hopping_Night_Tour_in_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/e6/29/caption.jpg?w=500&h=400&s=1,Tokyo Bar Hopping Night Tour in Shinjuku,44.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3 hours,Taking safety measures,Free cancellation,"-Discover the Hidden Food Alleys and Bars in Shinjuku-

Our tour guide will take you around the lively food alley in Shinjuku…",from,$101.26,per adult,More info
56,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By City Unscripted Tokyo,https://www.tripadvisor.com/AttractionProductReview-g1066456-d13339258-Private_Tokyo_Tour_with_a_Local_Guide_Tailored_to_Your_Interests-Shibuya_Tokyo_To.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066456-d13339258-Private_Tokyo_Tour_with_a_Local_Guide_Tailored_to_Your_Interests-Shibuya_Tokyo_To.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/92/04/06/caption.jpg?w=500&h=400&s=1,Private Tokyo Tour with a Local Guide: Tailored to Your Interests ★★★★★,45.,https://www.tripadvisor.com/Attraction_Review-g298184-d15223450-Reviews-City_Unscripted_Tokyo-Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3–8 hours,Taking safety measures,Free cancellation,Spend some time with one of our local insiders exploring the neon-lit city of Tokyo together. Maybe you’d like to discover…,from,$185.49,per adult,More info
79,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Arigato Japan Food Tours,https://www.tripadvisor.com/AttractionProductReview-g14133707-d11854386-Kabukicho_Izakaya_Food_Tour_and_Golden_Gai_Experience_in_Shinjuku-Shinjuku_3_Cho.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14133707-d11854386-Kabukicho_Izakaya_Food_Tour_and_Golden_Gai_Experience_in_Shinjuku-Shinjuku_3_Cho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e5/06/caption.jpg?w=500&h=400&s=1,Kabukicho Izakaya Food Tour and Golden Gai Experience in Shinjuku,46.,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,Adventure Tours,3 hours,Taking safety measures,Free cancellation,"Experience Tokyo’s bustling culinary back streets and try several delicious Japanese foods: sushi, yakitori (skewers), as…",from,$188.00,per adult,More info
94,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066459-d15830102-Tokyo_Sumo_Morning_Practice_Walking_Tour-Sumida_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066459-d15830102-Tokyo_Sumo_Morning_Practice_Walking_Tour-Sumida_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/e6/b1/caption.jpg?w=500&h=400&s=1,Tokyo Sumo Morning Practice Walking Tour,47.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Private and Luxury,2 hours,Taking safety measures,Free cancellation,"-Watch the Sumo morning training at a Sumo table in Tokyo-

Did you know that the Sumo-wrestlers' day starts very early?

…",from,$90.60,per adult,More info
38,,By Beauty of Japan,https://www.tripadvisor.com/AttractionProductReview-g1066443-d11990999-Electric_Powered_Biking_Tour_Asakusa_Akihabara_and_Imperial_Palace-Chiyoda_Tokyo_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d11990999-Electric_Powered_Biking_Tour_Asakusa_Akihabara_and_Imperial_Palace-Chiyoda_Tokyo_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e0/09/caption.jpg?w=500&h=400&s=1,"Electric-Powered Biking Tour: Asakusa, Akihabara, and Imperial Palace",48.,https://www.tripadvisor.com/Attraction_Review-g1066461-d8790803-Reviews-Beauty_of_Japan-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3 hours,Taking safety measures,,Take a pedal-powered trip through Tokyo aboard an electric-powered cycle on this 3-hour sightseeing tour by bike. Sample…,from,$77.51,per adult,More info
157,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By OMAKASE,https://www.tripadvisor.com/AttractionProductReview-g1066441-d12112332-Experience_Old_and_Nostalgic_Tokyo_Yanaka_Walking_Tour-Arakawa_Tokyo_Tokyo_Prefec.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066441-d12112332-Experience_Old_and_Nostalgic_Tokyo_Yanaka_Walking_Tour-Arakawa_Tokyo_Tokyo_Prefec.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/81/cf/caption.jpg?w=500&h=400&s=1,Experience Old and Nostalgic Tokyo: Yanaka Walking Tour,49.,https://www.tripadvisor.com/Attraction_Review-g1066441-d8762677-Reviews-OMAKASE-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Private and Luxury,3–4 hours,Taking safety measures,Free cancellation,Leave Tokyo's skyscrapers behind for a taste of daily life in historic Japan on this 3.5-hour walking tour through the Yanaka…,from,$85.41,per adult,More info
