WlYyy,cctrW,iPqaD,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,iPqaD href 3,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
1,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972151-Take_the_U_Train_The_Story_of_Berlin_s_Oldest_Elevated_Railway_Line_Audio_Tour-Ber.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e2/56/6f/caption.jpg?w=500&h=400&s=1,Take the U Train: The Story of Berlin's Oldest Elevated Railway Line Audio Tour,211.,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972151-Take_the_U_Train_The_Story_of_Berlin_s_Oldest_Elevated_Railway_Line_Audio_Tour-Ber.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,2 hours,This self-guided GPS audio tour tells the story of Berlin’s first “elevated U-Bahn line” known as Hochbahn Stammstrecke …,,,,from,$6.56,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Questo Berlin | City Games & Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d23118223-Private_Berlin_Tour_World_War_II_Exploration_Game-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/93/30/89/caption.jpg?w=500&h=400&s=1,Private Berlin Tour: World War II Exploration Game,212.,https://www.tripadvisor.com/AttractionProductReview-g187323-d23118223-Private_Berlin_Tour_World_War_II_Exploration_Game-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19512952-Reviews-Questo_Berlin_City_Games_Tours-Berlin.html,Walking Tours,1 hour,Play a city game where you follow clues and solve challenges in order to take a walk back through history. You'll visit …,Free cancellation,,,from,$7.91,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Essence of Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433093-Berlin_s_WWII_History_Private_Live_Virtual_Experience-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/59/ef/7a/caption.jpg?w=500&h=400&s=1,Berlin's WWII History - Private Live Virtual Experience,213.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433093-Berlin_s_WWII_History_Private_Live_Virtual_Experience-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15798995-Reviews-Essence_of_Berlin-Berlin.html,Walking Tours,1 hour,This experience transports you to a time when Berlin was the dark heart of Nazi Germany – the capital city of a dictatorship…,Free cancellation,,,from,$44.69,per adult,More info,
,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d17575304-West_Kreuzberg_Templars_Bunkers_and_Prussian_Glory_Audio_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7f/81/98/caption.jpg?w=500&h=400&s=1,"West Kreuzberg: Templars, Bunkers and Prussian Glory Audio Tour",214.,,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,1 hour,"Get to know the other side of Kreuzberg, away from the partying crowds and Easy-jet Armada: a place where great world inventions…",,,,from,$6.88,per adult,More info,
39,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Withlocals,https://www.tripadvisor.com/AttractionProductReview-g187323-d20384893-Berlin_Highlights_Private_Virtual_Drive_Through_City-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/77/b2/caption.jpg?w=500&h=400&s=1,Berlin Highlights Private Virtual Drive Through City,215.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20384893-Berlin_Highlights_Private_Virtual_Drive_Through_City-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10507977-Reviews-Withlocals-Berlin.html,Bus Tours,1 hour,"You may not be able to travel right now, but who says you can’t have meaningful cultural experiences and connect to locals…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$100.69,per adult,More info,
,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15831035-Classic_Sights_and_Hidden_Histories_of_Berlin_s_Museum_Island_Audio_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/96/d5/8d/caption.jpg?w=500&h=400&s=1,Classic Sights and Hidden Histories of Berlin's Museum Island Audio Tour,216.,,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,50 minutes,Discover Museum Island at your own pace in the company of best selling author Rory MacLean. Start at the Schlossplatz – …,,,,from,$5.48,per adult,More info,
,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15831031-Ku_damm_Couture_and_Currywurst_Self_guided_Audio_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/99/16/b2/caption.jpg?w=500&h=400&s=1,Ku'damm Couture and Currywurst Self-guided Audio Tour,217.,,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,Walking Tours,50 minutes,Discover Berlin at your own pace in the company of best selling author Rory MacLean. Berlin has always been a place that…,,,,from,$5.48,per adult,More info,
,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d16809967-Witches_Riots_and_the_Cold_War_A_Walk_Through_Wedding_Audio_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e2/3b/4e/caption.jpg?w=500&h=400&s=1,"Witches, Riots and the Cold War: A Walk Through Wedding Audio Tour",218.,,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,1 hour,"This self-guided GPS audio walk takes you on a ramble through the vivid history of working-class Wedding, one of the most…",,,,from,$5.48,per adult,More info,
14,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Berlin Excursion,https://www.tripadvisor.com/AttractionProductReview-g187323-d15854855-Historical_Highlights_Rickshaw_Bike_Minivan_or_Walking_Tour_Licensed_Guide-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ef/7e/09/caption.jpg?w=500&h=400&s=1,"Historical Highlights Rickshaw, Bike, Minivan or Walking Tour - Licensed Guide",219.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15854855-Historical_Highlights_Rickshaw_Bike_Minivan_or_Walking_Tour_Licensed_Guide-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15224686-Reviews-Berlin_Excursion-Berlin.html,City Tours,3 hours,"Perfect for all Berlin travellers, complete PrivateTour, the Historical highlight in Berlin Mitte, with a Licensed Guide…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$113.14,per group,More info,
11,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fork & Walk Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d19651794-Exclusive_Private_Food_Tour_Experience_with_a_born_and_bred_Berliner-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/13/f2/caption.jpg?w=500&h=400&s=1,Exclusive Private Food Tour Experience: with a born and bred Berliner,220.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19651794-Exclusive_Private_Food_Tour_Experience_with_a_born_and_bred_Berliner-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10523511-Reviews-Fork_Walk_Tours_Berlin-Berlin.html,,3–4 hours,"PLEASE NOTE: during corona, when there is no lockdown, this tour will be run as a fully outside food tour i.e. street food…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$282.84,per adult,More info,
10,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Gablinger Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17646660-Jewish_Berlin_Extended_private_Walking_tour_5_Hours-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/e8/3d/caption.jpg?w=500&h=400&s=1,Jewish Berlin Extended (private Walking tour - 5 Hours),221.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17646660-Jewish_Berlin_Extended_private_Walking_tour_5_Hours-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2036910-Reviews-Gablinger_Berlin_Tours-Berlin.html,Public Transportation Tours,5 hours,"Discover the history of Berlin's Jewish Community, which is as old as the history of the city itself. Learn how from very…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$418.60,per group,More info,
9,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Alternative Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d14014758-Berlin_Private_Street_Art_Tour_Off_The_Grid-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/47/e8/caption.jpg?w=500&h=400&s=1,Berlin Private Street Art Tour - Off The Grid,222.,https://www.tripadvisor.com/AttractionProductReview-g187323-d14014758-Berlin_Private_Street_Art_Tour_Off_The_Grid-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d1747921-Reviews-Alternative_Berlin_Tours-Berlin.html,Public Transportation Tours,3 hours,"Artists tell you the secrets, the history, the techniques, the rules and the personal stories of graffiti and street art…",Free cancellation,,,from,$282.84,per adult,More info,Taking safety measures
9,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fork & Walk Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d20276374-Private_Tour_Daytime_Food_Tour_Trends_Classics-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d3/5e/dd/caption.jpg?w=500&h=400&s=1,Private Tour: Daytime Food Tour Trends & Classics,223.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20276374-Private_Tour_Daytime_Food_Tour_Trends_Classics-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10523511-Reviews-Fork_Walk_Tours_Berlin-Berlin.html,Walking Tours,3–4 hours,"Your very own exclusive experience with our local Berliner guide.

PLEASE NOTE: during corona, when there is no lockdown…",Free cancellation,,,from,$169.70,per adult,More info,Taking safety measures
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Zahi - Berlin Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g187323-d15632962-Private_Walking_Tour_Introduction_to_Berlin_The_Must_See_Sites-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ad/6a/59/caption.jpg?w=500&h=400&s=1,Private Walking Tour: Introduction to Berlin - The Must-See Sites,224.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15632962-Private_Walking_Tour_Introduction_to_Berlin_The_Must_See_Sites-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15132981-Reviews-Zahi_Berlin_Tour_Guide-Berlin.html,Walking Tours,4 hours,Join me for a journey through the center of Berlin - and nearly 800 years of fascinating history. In four hours we will …,Free cancellation,,,from,$197.99,per group,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By SOUNDWALKRS - Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d20183245-The_Fall_of_the_wall_A_light_for_humanity-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/92/5f/3a/caption.jpg?w=500&h=400&s=1,The Fall of the wall: A light for humanity,225.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20183245-The_Fall_of_the_wall_A_light_for_humanity-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19652529-Reviews-SOUNDWALKRS_Berlin-Berlin.html,Walking Tours,39 minutes,"With the mix sounds of the news around the world on the day the Berlin Wall fell, this tour begins in Nordbahnhof, known…",Free cancellation,,,from,$10.00,per adult,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Nirit Ben-Joseph Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17331443-2_5_hours_walking_tour_The_Jewish_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f3/fa/caption.jpg?w=500&h=400&s=1,"2.5 hours walking tour ""The Jewish Berlin""",226.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17331443-2_5_hours_walking_tour_The_Jewish_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d4469242-Reviews-Nirit_Ben_Joseph_Tours-Berlin.html,Bus Tours,4 hours,Join my detailed Jewish Tour and learn about the moving history of the Berlin Jewish community. I am one of the longest …,Free cancellation,,,from,$305.47,per group,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Unscripted Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d14138299-Private_Berlin_Half_Day_Tour_with_a_Local_See_the_City_Unscripted-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/2c/b6/d9/caption.jpg?w=500&h=400&s=1,Private Berlin Half Day Tour with a Local: See the City Unscripted ★★★★★,227.,https://www.tripadvisor.com/AttractionProductReview-g187323-d14138299-Private_Berlin_Half_Day_Tour_with_a_Local_See_the_City_Unscripted-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17413572-Reviews-City_Unscripted_Berlin-Berlin.html,City Tours,4 hours,You’ll join one of our local Berlin hosts for an exhilarating half-day experience of their city. From local food to must…,Free cancellation,,,from,$112.25,per adult,More info,Taking safety measures
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insider Tour,https://www.tripadvisor.com/AttractionProductReview-g187323-d11480261-Modern_Berlin_Private_Walking_Tour_Diverse_Vibrant_and_Exciting_German_Capital-Ber.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cd/d0/a6/caption.jpg?w=500&h=400&s=1,"Modern Berlin Private Walking Tour: Diverse, Vibrant and Exciting German Capital",228.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11480261-Modern_Berlin_Private_Walking_Tour_Diverse_Vibrant_and_Exciting_German_Capital-Ber.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d629667-Reviews-Insider_Tour-Berlin.html,Rail Tours,4 hours,The mayor himself memorably labelled the city 'poor but sexy'. This tour explains how the unification of the communist East…,Free cancellation,,,from,$135.76,per adult,More info,Taking safety measures
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Walks,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449985-Private_Tour_Potsdam_Day_Trip_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/ee/16/caption.jpg?w=500&h=400&s=1,Private Tour: Potsdam Day Trip from Berlin,229.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449985-Private_Tour_Potsdam_Day_Trip_from_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d735931-Reviews-Original_Berlin_Walks-Berlin.html,Bus Tours,6+ hours,Discover the former royal residence of Potsdam on this comprehensive private tour from Berlin. As you explore this city …,Free cancellation,,,from,$847.96,per adult,More info,Taking safety measures
7,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insight Cities Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475255-David_Bowie_in_Berlin_3_hour_Private_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/8d/31/caption.jpg?w=500&h=400&s=1,David Bowie in Berlin - 3-hour Private tour,230.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475255-David_Bowie_in_Berlin_3_hour_Private_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8022712-Reviews-Insight_Cities_Berlin-Berlin.html,Walking Tours,3 hours,"Discover the Berlin that inspired legendary musician David Bowie's ""Berlin Trilogy"" during this private, 3-hour tour led…",Free cancellation,,,from,$365.90,per group,More info,
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insight Cities Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471651-East_Berlin_City_of_Shadows_Small_Group_3_Hour_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/13/cc/caption.jpg?w=500&h=400&s=1,East Berlin: City of Shadows - Small Group 3-Hour tour,231.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471651-East_Berlin_City_of_Shadows_Small_Group_3_Hour_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8022712-Reviews-Insight_Cities_Berlin-Berlin.html,Walking Tours,3 hours,This 3­ hour tour explores the surviving monuments of the East German regime including the infamous Berlin Wall and Stasi…,Free cancellation,,,from,$96.99,per adult,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Zahi - Berlin Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g187323-d19952640-Berlin_Full_Day_Sightseeing_Walking_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b1/9f/27/caption.jpg?w=500&h=400&s=1,Berlin Full-Day Sightseeing Walking Tour,232.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19952640-Berlin_Full_Day_Sightseeing_Walking_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15132981-Reviews-Zahi_Berlin_Tour_Guide-Berlin.html,Full-day Tours,6+ hours,Join me for a journey through the center of Berlin - and nearly 800 years of fascinating history. In eight hours we will…,Free cancellation,,,from,$463.77,per group,More info,
4,,By Maranja Adventure Club,https://www.tripadvisor.com/AttractionProductReview-g187323-d21208784-Scavenger_Hunt_from_Maranja_Adventure_Club-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f7/6b/28/caption.jpg?w=500&h=400&s=1,Scavenger Hunt from Maranja Adventure Club,233.,https://www.tripadvisor.com/AttractionProductReview-g187323-d21208784-Scavenger_Hunt_from_Maranja_Adventure_Club-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19980741-Reviews-Maranja_Adventure_Club-Berlin.html,Self-guided Tours & Rentals,2 hours,"***** Please select only 1 traveler when booking and then choose the correct group size

*****

You love escape games and…",,,,from,$124.45,per group,More info,Taking safety measures
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insight Cities Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11473798-Berlin_Introduction_Culture_Tyranny_Tolerance_Small_Group_3_hour_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/4a/de/caption.jpg?w=500&h=400&s=1,"Berlin Introduction: Culture, Tyranny & Tolerance - Small Group 3-hour Tour",234.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11473798-Berlin_Introduction_Culture_Tyranny_Tolerance_Small_Group_3_hour_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8022712-Reviews-Insight_Cities_Berlin-Berlin.html,Walking Tours,3 hours,"Embark on a 3-hour history tour with a scholar guide, that considers the 300 year evolution of Berlin from Prussia’s cultural…",Free cancellation,,,from,$96.99,per adult,More info,
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Berlins Taiga,https://www.tripadvisor.com/AttractionProductReview-g187323-d12965263-Soviet_Berlin_Risen_from_ruins-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/ea/9f/caption.jpg?w=500&h=400&s=1,Soviet Berlin - Risen from ruins,235.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12965263-Soviet_Berlin_Risen_from_ruins-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187330-d12258362-Reviews-Berlins_Taiga-Potsdam_Brandenburg.html,Walking Tours,2–3 hours,"On this tour, you will discover the intriguing architecture of socialist East Berlin with a GDR-born local certified tour…",Free cancellation,,,from,$22.02,per adult,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Private Tour Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15526706-Group_Driving_Tour_1_to_6_people_Berlin_Shore_Excursion_incl_pick_up_at_Port-Berli.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/93/cf/caption.jpg?w=500&h=400&s=1,Group Driving Tour 1 to 6 people. Berlin Shore Excursion incl pick-up at Port,236.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15526706-Group_Driving_Tour_1_to_6_people_Berlin_Shore_Excursion_incl_pick_up_at_Port-Berli.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2495095-Reviews-Private_Tour_Berlin-Berlin.html,Full-day Tours,11–12 hours,"11 - 12 HOURS Private Berlin Shore Excursion

INCLUDING the minivan from 1 to a max. of 6 people. 

Private Berlin Shore…",Free cancellation,,,from,"$1,453.80",per group,More info,Taking safety measures
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sightseeing Point Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475788-Private_Half_Day_Berlin_Bike_Tour_Berlin_Wall_and_Cold_War_Sites-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/12/92/10/caption.jpg?w=500&h=400&s=1,Private Half-Day Berlin Bike Tour: Berlin Wall and Cold War Sites,237.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475788-Private_Half_Day_Berlin_Bike_Tour_Berlin_Wall_and_Cold_War_Sites-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3275843-Reviews-Sightseeing_Point_Tours-Berlin.html,Rentals,4 hours,Get an up close and personal view of the Berlin Wall with this informative and entertaining 4-hour guided bicycle tour along…,Free cancellation,,,from,$169.70,per adult,More info,
3,,By Private Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d19198965-The_Best_of_Berlin_Private_Guided_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/78/79/c8/caption.jpg?w=500&h=400&s=1,The Best of Berlin Private Guided Tour,238.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19198965-The_Best_of_Berlin_Private_Guided_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19142153-Reviews-Private_Tours_Berlin-Berlin.html,Private and Luxury,4 hours,"The most comprehensive 4 hour Berlin tour available, encompassing all of the city's unique history, with our guides remaining…",,,,from,$311.12,per group,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Free Berlin - Authentische Radtouren,https://www.tripadvisor.com/AttractionProductReview-g187323-d11485361-Private_Berlin_3_Hour_Bike_Tour_Berlin_s_Best-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/24/f4/caption.jpg?w=500&h=400&s=1,Private Berlin 3-Hour Bike Tour: Berlin's Best,239.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11485361-Private_Berlin_3_Hour_Bike_Tour_Berlin_s_Best-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2243513-Reviews-Free_Berlin_Authentische_Radtouren-Berlin.html,Bike Tours,3 hours,Experience the City of Berlin by bike in a relaxing 3-hour guided tour. Get a perfect mixture of all the central sights …,Free cancellation,,,from,$55.44,per adult,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Birchys Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d19011344-Berlin_Third_Reich_Tour_Sites_History_of_World_War_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/3e/4d/caption.jpg?w=500&h=400&s=1,Berlin Third Reich Tour: Sites & History of World War Berlin,240.,https://www.tripadvisor.com/AttractionProductReview-g187323-d19011344-Berlin_Third_Reich_Tour_Sites_History_of_World_War_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d16858951-Reviews-Birchys_Berlin_Tours-Berlin.html,Private and Luxury,3–4 hours,"Join our expert guides on our Berlin Third Reich Tour: Sites & History of World War Berlin. 

When you consider the turbulent…",Free cancellation,,,from,$22.30,per adult,More info,Taking safety measures
8,,,,,,,,,1,7,,9,,,,,,,
1,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972151-Take_the_U_Train_The_Story_of_Berlin_s_Oldest_Elevated_Railway_Line_Audio_Tour-Ber.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e2/56/6f/caption.jpg?w=500&h=400&s=1,Take the U Train: The Story of Berlin's Oldest Elevated Railway Line Audio Tour,211.,https://www.tripadvisor.com/AttractionProductReview-g187323-d18972151-Take_the_U_Train_The_Story_of_Berlin_s_Oldest_Elevated_Railway_Line_Audio_Tour-Ber.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,2 hours,This self-guided GPS audio tour tells the story of Berlin’s first “elevated U-Bahn line” known as Hochbahn Stammstrecke …,,,,from,$6.56,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Questo Berlin | City Games & Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d23118223-Private_Berlin_Tour_World_War_II_Exploration_Game-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/93/30/89/caption.jpg?w=500&h=400&s=1,Private Berlin Tour: World War II Exploration Game,212.,https://www.tripadvisor.com/AttractionProductReview-g187323-d23118223-Private_Berlin_Tour_World_War_II_Exploration_Game-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d19512952-Reviews-Questo_Berlin_City_Games_Tours-Berlin.html,Walking Tours,1 hour,Play a city game where you follow clues and solve challenges in order to take a walk back through history. You'll visit …,Free cancellation,,,from,$7.91,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Essence of Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433093-Berlin_s_WWII_History_Private_Live_Virtual_Experience-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/59/ef/7a/caption.jpg?w=500&h=400&s=1,Berlin's WWII History - Private Live Virtual Experience,213.,https://www.tripadvisor.com/AttractionProductReview-g187323-d20433093-Berlin_s_WWII_History_Private_Live_Virtual_Experience-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15798995-Reviews-Essence_of_Berlin-Berlin.html,Walking Tours,1 hour,This experience transports you to a time when Berlin was the dark heart of Nazi Germany – the capital city of a dictatorship…,Free cancellation,,,from,$44.69,per adult,More info,
,,By VoiceMap Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d17575304-West_Kreuzberg_Templars_Bunkers_and_Prussian_Glory_Audio_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7f/81/98/caption.jpg?w=500&h=400&s=1,"West Kreuzberg: Templars, Bunkers and Prussian Glory Audio Tour",214.,,https://www.tripadvisor.com/Attraction_Review-g187323-d21082914-Reviews-VoiceMap_Berlin-Berlin.html,City Tours,1 hour,"Get to know the other side of Kreuzberg, away from the partying crowds and Easy-jet Armada: a place where great world inventions…",,,,from,$6.88,per adult,More info,
