WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
"1,234",https://www.tripadvisor.com/Attraction_Review-g188590-d245254-Reviews-EYE_Film_Institute_Netherlands-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/50/30/80/photo0jpg.jpg?w=500&h=-1&s=1,EYE Film Institute Netherlands,57.,https://www.tripadvisor.com/Attraction_Review-g188590-d245254-Reviews-EYE_Film_Institute_Netherlands-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Noordelijke IJ-oevers,,
301,https://www.tripadvisor.com/Attraction_Review-g188590-d19117448-Reviews-Youseum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/21/8b/92/largest-infinity-room.jpg?w=500&h=400&s=1,Youseum,58.,https://www.tripadvisor.com/Attraction_Review-g188590-d19117448-Reviews-Youseum-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Amsterdam East,•,Open now
215,https://www.tripadvisor.com/Attraction_Review-g188590-d245163-Reviews-Amstelpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/25/65/87/view.jpg?w=500&h=-1&s=1,Amstelpark,59.,https://www.tripadvisor.com/Attraction_Review-g188590-d245163-Reviews-Amstelpark-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes • Parks,Buitenveldert-Oost,,
512,https://www.tripadvisor.com/Attraction_Review-g188590-d245234-Reviews-Koninklijk_Theater_Carre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8c/42/0f/photo2jpg.jpg?w=500&h=-1&s=1,Koninklijk Theater Carre,60.,https://www.tripadvisor.com/Attraction_Review-g188590-d245234-Reviews-Koninklijk_Theater_Carre-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Weesperbuurt,,
2,,,,,,1,3,,
707,https://www.tripadvisor.com/Attraction_Review-g188590-d190581-Reviews-Westerkerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/3c/d3/d4/west-church-westerkerk.jpg?w=500&h=400&s=1,Westerkerk,61.,https://www.tripadvisor.com/Attraction_Review-g188590-d190581-Reviews-Westerkerk-Amsterdam_North_Holland_Province.html#REVIEWS,Religious Sites • Churches & Cathedrals,Centrum,,
139,https://www.tripadvisor.com/Attraction_Review-g188590-d7375413-Reviews-Oosterpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/88/53/2c/oosterpark-amsterdam.jpg?w=500&h=-1&s=1,Oosterpark,62.,https://www.tripadvisor.com/Attraction_Review-g188590-d7375413-Reviews-Oosterpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Amsterdam East,,
286,https://www.tripadvisor.com/Attraction_Review-g188590-d17694758-Reviews-Micro_Art_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/56/4c/10/micro-art-amsterdam.jpg?w=500&h=400&s=1,Micro Art Amsterdam,63.,https://www.tripadvisor.com/Attraction_Review-g188590-d17694758-Reviews-Micro_Art_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Art Museums,Damrak,,
309,https://www.tripadvisor.com/Attraction_Review-g188590-d7375416-Reviews-De_Gooyer_Windmill-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8f/ed/f9/windmill-with-no-blades.jpg?w=500&h=-1&s=1,De Gooyer Windmill,64.,https://www.tripadvisor.com/Attraction_Review-g188590-d7375416-Reviews-De_Gooyer_Windmill-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
702,https://www.tripadvisor.com/Attraction_Review-g188590-d2187717-Reviews-Museum_of_the_Canals-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8e/6f/9f/museum-of-the-canals.jpg?w=500&h=-1&s=1,Museum of the Canals,65.,https://www.tripadvisor.com/Attraction_Review-g188590-d2187717-Reviews-Museum_of_the_Canals-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Art Museums,Centrum,•,Open now
77,https://www.tripadvisor.com/Attraction_Review-g188590-d10020573-Reviews-King_s_Day-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/1b/79/34/photo1jpg.jpg?w=500&h=-1&s=1,King's Day,66.,https://www.tripadvisor.com/Attraction_Review-g188590-d10020573-Reviews-King_s_Day-Amsterdam_North_Holland_Province.html#REVIEWS,Cultural Events,Centrum,,
"2,207",https://www.tripadvisor.com/Attraction_Review-g188590-d190206-Reviews-Amsterdam_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/df/a2/c0/img-20181226-165634-largejpg.jpg?w=500&h=-1&s=1,Amsterdam Museum,67.,https://www.tripadvisor.com/Attraction_Review-g188590-d190206-Reviews-Amsterdam_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,History Museums,Centrum,•,Open now
64,https://www.tripadvisor.com/Attraction_Review-g188590-d10175044-Reviews-Buiksloterweg_Ferry-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ea/34/56/free-ferry-heading-the.jpg?w=500&h=400&s=1,Buiksloterweg Ferry,68.,https://www.tripadvisor.com/Attraction_Review-g188590-d10175044-Reviews-Buiksloterweg_Ferry-Amsterdam_North_Holland_Province.html#REVIEWS,Ferries,Van der Pekbuurt,,
"3,254",https://www.tripadvisor.com/Attraction_Review-g188590-d190613-Reviews-De_Duif-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/15/50/44/prinsengracht.jpg?w=500&h=400&s=1,De Duif,69.,https://www.tripadvisor.com/Attraction_Review-g188590-d190613-Reviews-De_Duif-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Centrum,,
178,https://www.tripadvisor.com/Attraction_Review-g188590-d266262-Reviews-Brouwersgracht-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ed/f4/83/brouwersgracht.jpg?w=500&h=400&s=1,Brouwersgracht,70.,https://www.tripadvisor.com/Attraction_Review-g188590-d266262-Reviews-Brouwersgracht-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
159,https://www.tripadvisor.com/Attraction_Review-g188590-d8022347-Reviews-Westerpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/03/ed/a6/caption.jpg?w=500&h=400&s=1,Westerpark,71.,https://www.tripadvisor.com/Attraction_Review-g188590-d8022347-Reviews-Westerpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Amsterdam West,,
229,https://www.tripadvisor.com/Attraction_Review-g188590-d190678-Reviews-Hema-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/93/f4/8f/caption.jpg?w=500&h=-1&s=1,Hema,72.,https://www.tripadvisor.com/Attraction_Review-g188590-d190678-Reviews-Hema-Amsterdam_North_Holland_Province.html#REVIEWS,Department Stores,Centrum,,
104,https://www.tripadvisor.com/Attraction_Review-g188590-d4171806-Reviews-Amsterdam_Roest-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/4e/f0/c3/amsterdam-roest.jpg?w=500&h=400&s=1,Amsterdam Roest,73.,https://www.tripadvisor.com/Attraction_Review-g188590-d4171806-Reviews-Amsterdam_Roest-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,•,Open now
408,https://www.tripadvisor.com/Attraction_Review-g188590-d244493-Reviews-Houseboat_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/88/cc/0c/boathouse.jpg?w=500&h=-1&s=1,Houseboat Museum,74.,https://www.tripadvisor.com/Attraction_Review-g188590-d244493-Reviews-Houseboat_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Canal Ring (Grachtengordel),•,Open now
815,https://www.tripadvisor.com/Attraction_Review-g188590-d524033-Reviews-De_Bijenkorf-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/29/6c/ed/de-bijenkorf-amsterdam.jpg?w=500&h=400&s=1,De Bijenkorf,75.,https://www.tripadvisor.com/Attraction_Review-g188590-d524033-Reviews-De_Bijenkorf-Amsterdam_North_Holland_Province.html#REVIEWS,Department Stores,Damrak,•,Open now
380,https://www.tripadvisor.com/Attraction_Review-g188590-d1418516-Reviews-Amsterdam_RAI-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/0f/05/4a/amsterdam-rai.jpg?w=500&h=400&s=1,Amsterdam RAI,76.,https://www.tripadvisor.com/Attraction_Review-g188590-d1418516-Reviews-Amsterdam_RAI-Amsterdam_North_Holland_Province.html#REVIEWS,Convention Centers,Zuidas,,
154,https://www.tripadvisor.com/Attraction_Review-g188590-d2226968-Reviews-Museum_Het_Schip-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/f4/31/f5/world-famous-social-housing.jpg?w=500&h=-1&s=1,Museum Het Schip,77.,https://www.tripadvisor.com/Attraction_Review-g188590-d2226968-Reviews-Museum_Het_Schip-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Architectural Buildings,Spaarndammerbuurt,•,Open now
340,https://www.tripadvisor.com/Attraction_Review-g188590-d3856538-Reviews-Amsterdam_Pipe_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5b/89/27/amsterdam-pipe-museum.jpg?w=500&h=-1&s=1,Amsterdam Pipe Museum,78.,https://www.tripadvisor.com/Attraction_Review-g188590-d3856538-Reviews-Amsterdam_Pipe_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
62,https://www.tripadvisor.com/Attraction_Review-g188590-d10020578-Reviews-Amsterdam_Gay_Pride-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/9a/59/d5/gay-pride-amsterdam-vanaf.jpg?w=500&h=-1&s=1,Amsterdam Gay Pride,79.,https://www.tripadvisor.com/Attraction_Review-g188590-d10020578-Reviews-Amsterdam_Gay_Pride-Amsterdam_North_Holland_Province.html#REVIEWS,Cultural Events,Centrum,,
172,https://www.tripadvisor.com/Attraction_Review-g188590-d10293158-Reviews-Dutch_Costume_Museum_and_Dutch_Costume_Photo_Studio-Amsterdam_North_Holland_Prov.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f7/4f/41/zeeland-dames.jpg?w=500&h=400&s=1,Dutch Costume Museum and Dutch Costume Photo Studio,80.,https://www.tripadvisor.com/Attraction_Review-g188590-d10293158-Reviews-Dutch_Costume_Museum_and_Dutch_Costume_Photo_Studio-Amsterdam_North_Holland_Prov.html#REVIEWS,Speciality Museums,Centrum,•,Open now
"4,108",https://www.tripadvisor.com/Attraction_Review-g188590-d244485-Reviews-Sexmuseum_Amsterdam_Venustempel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d5/7f/72/iconos-sexuales.jpg?w=500&h=400&s=1,Sexmuseum Amsterdam Venustempel,81.,https://www.tripadvisor.com/Attraction_Review-g188590-d244485-Reviews-Sexmuseum_Amsterdam_Venustempel-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Art Museums,Damrak,•,Open now
314,https://www.tripadvisor.com/Attraction_Review-g188590-d622400-Reviews-Noordermarkt-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/18/e5/50/noodermarkt-on-non-market.jpg?w=500&h=-1&s=1,Noordermarkt,82.,https://www.tripadvisor.com/Attraction_Review-g188590-d622400-Reviews-Noordermarkt-Amsterdam_North_Holland_Province.html#REVIEWS,Flea & Street Markets,Centrum,,
274,https://www.tripadvisor.com/Attraction_Review-g188590-d1575079-Reviews-Haarlemmerstraat-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/05/88/91/haarlemmerstraat.jpg?w=500&h=-1&s=1,Haarlemmerstraat,83.,https://www.tripadvisor.com/Attraction_Review-g188590-d1575079-Reviews-Haarlemmerstraat-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
"3,803",https://www.tripadvisor.com/Attraction_Review-g188590-d190207-Reviews-Bloemenmarkt-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/46/e1/dc/mercado-flotante-de-las.jpg?w=500&h=-1&s=1,Bloemenmarkt,84.,https://www.tripadvisor.com/Attraction_Review-g188590-d190207-Reviews-Bloemenmarkt-Amsterdam_North_Holland_Province.html#REVIEWS,Flea & Street Markets,Centrum,•,Open now
138,https://www.tripadvisor.com/Attraction_Review-g188590-d10544129-Reviews-National_Holocaust_Museum_in_development-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/0c/d3/b5/memorial.jpg?w=500&h=400&s=1,National Holocaust Museum in development,85.,https://www.tripadvisor.com/Attraction_Review-g188590-d10544129-Reviews-National_Holocaust_Museum_in_development-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • History Museums,Centrum,,
142,https://www.tripadvisor.com/Attraction_Review-g188590-d266273-Reviews-Hollandsche_Schouwburg-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/da/68/d5/hollandsche-schouwburg.jpg?w=500&h=-1&s=1,Hollandsche Schouwburg,86.,https://www.tripadvisor.com/Attraction_Review-g188590-d266273-Reviews-Hollandsche_Schouwburg-Amsterdam_North_Holland_Province.html#REVIEWS,History Museums,Centrum,,
176,https://www.tripadvisor.com/Attraction_Review-g188590-d8816173-Reviews-NDSM-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/de/38/ba/photo0jpg.jpg?w=500&h=-1&s=1,NDSM,87.,https://www.tripadvisor.com/Attraction_Review-g188590-d8816173-Reviews-NDSM-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,Noordelijke IJ-oevers,,
59,https://www.tripadvisor.com/Attraction_Review-g188590-d10380423-Reviews-World_Press_Photo-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/93/7c/c2/world-press-photo.jpg?w=500&h=400&s=1,World Press Photo,88.,https://www.tripadvisor.com/Attraction_Review-g188590-d10380423-Reviews-World_Press_Photo-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Burgwallen-Nieuwe Zijde,,
66,https://www.tripadvisor.com/Attraction_Review-g188590-d190611-Reviews-Antiekcentrum_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2d/ee/cd/antiekcentrum-amsterdam.jpg?w=500&h=400&s=1,Antiekcentrum Amsterdam,89.,https://www.tripadvisor.com/Attraction_Review-g188590-d190611-Reviews-Antiekcentrum_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Antique Shops,Centrum,,
76,https://www.tripadvisor.com/Attraction_Review-g188590-d2173605-Reviews-TunFun_Speelpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ec/70/58/tunfun-amsterdam-europe.jpg?w=500&h=-1&s=1,TunFun Speelpark,90.,https://www.tripadvisor.com/Attraction_Review-g188590-d2173605-Reviews-TunFun_Speelpark-Amsterdam_North_Holland_Province.html#REVIEWS,Playgrounds,Centrum,•,Open now
3,,,,,,1,2,,
77,https://www.tripadvisor.com/Attraction_Review-g188590-d15639101-Reviews-Het_Amsterdamse_Winterparadijs-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e1/c9/8a/the-entrance-of-het-amsterdams.jpg?w=500&h=400&s=1,Het Amsterdamse Winterparadijs,91.,https://www.tripadvisor.com/Attraction_Review-g188590-d15639101-Reviews-Het_Amsterdamse_Winterparadijs-Amsterdam_North_Holland_Province.html#REVIEWS,Amusement & Theme Parks • Rides & Activities,Zuidas,•,Open now
71,https://www.tripadvisor.com/Attraction_Review-g188590-d6495556-Reviews-Python_Bridge_High_Bridge-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/76/12/8d/python-bridge.jpg?w=500&h=-1&s=1,Python Bridge / High Bridge,92.,https://www.tripadvisor.com/Attraction_Review-g188590-d6495556-Reviews-Python_Bridge_High_Bridge-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Bridges,Sporenburg,,
134,https://www.tripadvisor.com/Attraction_Review-g188590-d591171-Reviews-De_Krijtberg_Sint_Franciscus_Xaveriuskerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/6c/be/1c/caption.jpg?w=500&h=400&s=1,De Krijtberg - Sint Franciscus Xaveriuskerk,93.,https://www.tripadvisor.com/Attraction_Review-g188590-d591171-Reviews-De_Krijtberg_Sint_Franciscus_Xaveriuskerk-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings • Religious Sites,Centrum,,
824,https://www.tripadvisor.com/Attraction_Review-g188590-d295148-Reviews-Foam_Photography_Museum_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/6f/fa/7c/photo0jpg.jpg?w=500&h=-1&s=1,Foam - Photography Museum Amsterdam,94.,https://www.tripadvisor.com/Attraction_Review-g188590-d295148-Reviews-Foam_Photography_Museum_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Art Museums,Centrum,•,Open now
85,https://www.tripadvisor.com/Attraction_Review-g188590-d3725683-Reviews-Rembrandtpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/e4/01/rembrandtpark.jpg?w=500&h=-1&s=1,Rembrandtpark,95.,https://www.tripadvisor.com/Attraction_Review-g188590-d3725683-Reviews-Rembrandtpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Slotervaart,,
190,https://www.tripadvisor.com/Attraction_Review-g188590-d8668133-Reviews-Statue_of_Anne_Frank-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/43/e2/fd/statue-of-anne-frank.jpg?w=500&h=400&s=1,Statue of Anne Frank,96.,https://www.tripadvisor.com/Attraction_Review-g188590-d8668133-Reviews-Statue_of_Anne_Frank-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
246,https://www.tripadvisor.com/Attraction_Review-g188590-d266831-Reviews-Munt_Tower_Munttoren-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/6c/c1/08/caption.jpg?w=500&h=400&s=1,Munt Tower (Munttoren),97.,https://www.tripadvisor.com/Attraction_Review-g188590-d266831-Reviews-Munt_Tower_Munttoren-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Canal Ring (Grachtengordel),•,Open now
383,https://www.tripadvisor.com/Attraction_Review-g188590-d266830-Reviews-Magere_Brug-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cb/6c/fb/magere-brug.jpg?w=500&h=400&s=1,Magere Brug,98.,https://www.tripadvisor.com/Attraction_Review-g188590-d266830-Reviews-Magere_Brug-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Bridges,Weesperbuurt,,
75,https://www.tripadvisor.com/Attraction_Review-g188590-d6351707-Reviews-Street_Art_Museum_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b5/dd/68/photo0jpg.jpg?w=500&h=-1&s=1,Street Art Museum Amsterdam,99.,https://www.tripadvisor.com/Attraction_Review-g188590-d6351707-Reviews-Street_Art_Museum_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Geuzenveld-Slotermeer,•,Open now
615,https://www.tripadvisor.com/Attraction_Review-g188590-d196104-Reviews-The_Cat_Cabinet-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/55/be/95/the-cat-cabinet.jpg?w=500&h=400&s=1,The Cat Cabinet,100.,https://www.tripadvisor.com/Attraction_Review-g188590-d196104-Reviews-The_Cat_Cabinet-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
495,https://www.tripadvisor.com/Attraction_Review-g188590-d10020579-Reviews-Amsterdam_Light_Festival-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8b/74/18/amsterdam-light-festival.jpg?w=500&h=400&s=1,Amsterdam Light Festival,101.,https://www.tripadvisor.com/Attraction_Review-g188590-d10020579-Reviews-Amsterdam_Light_Festival-Amsterdam_North_Holland_Province.html#REVIEWS,Cultural Events,Centrum,,
