WlYyy,FmrIP href,dugSS src,dugSS src 2,bUshh,cIVmB,iPqaD href 2,WlYyy 2,iPqaD href 3,WlYyy 3,iPqaD,iPqaD href 5,WlYyy 4,dkvhj,WlYyy 5,WlYyy 6
2,https://www.tripadvisor.com/Attraction_Review-g294009-d20245616-Reviews-Doha_Adventures_Tours_and_Safari-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0a/2b/17/caption.jpg?w=500&h=400&s=1,,Doha Adventures Tours and Safari,190.,https://www.tripadvisor.com/Attraction_Review-g294009-d20245616-Reviews-Doha_Adventures_Tours_and_Safari-Doha.html#REVIEWS,City Tours • Adrenaline & Extreme Tours,,,,,,,,Open now
2,https://www.tripadvisor.com/Attraction_Review-g294009-d15244553-Reviews-Asfary_com-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/15/21/79/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/69/avatar047.jpg?w=100&h=-1&s=1,asfary.com,191.,https://www.tripadvisor.com/Attraction_Review-g294009-d15244553-Reviews-Asfary_com-Doha.html#REVIEWS,Paint & Pottery Studios • Multi-day Tours,https://www.tripadvisor.com/Profile/santiagov558,By,santiagov558,https://www.tripadvisor.com/ShowUserReviews-g294009-d15244553-r780190235-Asfary_com-Doha.html,The,pilot,was very professional and the trip went smoothly It worth to do!,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d15755014-Reviews-Doha_Bus-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/60/fc/caption.jpg?w=500&h=400&s=1,,Doha Bus,192.,https://www.tripadvisor.com/Attraction_Review-g294009-d15755014-Reviews-Doha_Bus-Doha.html#REVIEWS,Day Trips,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d21410123-Reviews-Sara_s_Secrets_Tailoring_Workshop-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/68/4b/3e/it-takes-a-lot-of-skill.jpg?w=500&h=400&s=1,,Sara's Secrets Tailoring Workshop,193.,https://www.tripadvisor.com/Attraction_Review-g294009-d21410123-Reviews-Sara_s_Secrets_Tailoring_Workshop-Doha.html#REVIEWS,Speciality & Gift Shops • Lessons & Workshops,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d9715440-Reviews-HerAvenue_Saloon_and_SPA-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c5/7b/bb/saloon-soliel-spa-alnasar.jpg?w=500&h=400&s=1,,HerAvenue Saloon and SPA,194.,https://www.tripadvisor.com/Attraction_Review-g294009-d9715440-Reviews-HerAvenue_Saloon_and_SPA-Doha.html#REVIEWS,Spas,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g294009-d21248986-Reviews-Mytransfers_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/de/91/0c/caption.jpg?w=500&h=400&s=1,,Mytransfers Doha,195.,https://www.tripadvisor.com/Attraction_Review-g294009-d21248986-Reviews-Mytransfers_Doha-Doha.html#REVIEWS,Taxis & Shuttles,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d17736333-Reviews-Anna_Flota-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/49/6c/f0/caption.jpg?w=500&h=400&s=1,,Anna Flota,196.,https://www.tripadvisor.com/Attraction_Review-g294009-d17736333-Reviews-Anna_Flota-Doha.html#REVIEWS,Multi-day Tours • Taxis & Shuttles,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d23068030-Reviews-Oxygen_Park-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c4/63/6d/gardening-workshops-for.jpg?w=500&h=-1&s=1,,Oxygen Park,197.,https://www.tripadvisor.com/Attraction_Review-g294009-d23068030-Reviews-Oxygen_Park-Doha.html#REVIEWS,Parks • Playgrounds,,,,,,,,Open now
4,https://www.tripadvisor.com/Attraction_Review-g294009-d9785499-Reviews-Luxury_Spa_Fitness-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/2a/92/a9/getlstd-property-photo.jpg?w=500&h=400&s=1,,Luxury Spa & Fitness,198.,https://www.tripadvisor.com/Attraction_Review-g294009-d9785499-Reviews-Luxury_Spa_Fitness-Doha.html#REVIEWS,Health Clubs • Arab Baths,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d23018949-Reviews-Souq_Waqif_Art_Center-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/61/58/23/amazing-picture-of-sh.jpg?w=500&h=-1&s=1,,Souq Waqif Art Center,199.,https://www.tripadvisor.com/Attraction_Review-g294009-d23018949-Reviews-Souq_Waqif_Art_Center-Doha.html#REVIEWS,Art Galleries,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d11897865-Reviews-Ultimate_360_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ac/f3/0d/img-20170315-213346-largejpg.jpg?w=500&h=-1&s=1,,Ultimate 360 Qatar,200.,https://www.tripadvisor.com/Attraction_Review-g294009-d11897865-Reviews-Ultimate_360_Qatar-Doha.html#REVIEWS,Scuba & Snorkelling • Boat Tours,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g294009-d15574358-Reviews-Diva_Lounge_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/94/b1/d6/getlstd-property-photo.jpg?w=500&h=400&s=1,,Diva Lounge Spa,201.,https://www.tripadvisor.com/Attraction_Review-g294009-d15574358-Reviews-Diva_Lounge_Spa-Doha.html#REVIEWS,Health Clubs • Arab Baths,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d4368344-Reviews-Qatarsub-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/3b/bc/0e/qatarsub.jpg?w=500&h=-1&s=1,,Qatarsub,202.,https://www.tripadvisor.com/Attraction_Review-g294009-d4368344-Reviews-Qatarsub-Doha.html#REVIEWS,Other Outdoor Activities,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23768937-Reviews-Beauty_Box-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/79/33/b8/beauty-box-inside.jpg?w=500&h=-1&s=1,,Beauty Box,203.,https://www.tripadvisor.com/Attraction_Review-g294009-d23768937-Reviews-Beauty_Box-Doha.html#REVIEWS,Spas,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23793668-Reviews-Galeries_Lafayette_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/22/08/cc/galeries-lafayette-doha.jpg?w=500&h=400&s=1,,Galeries Lafayette Doha,204.,https://www.tripadvisor.com/Attraction_Review-g294009-d23793668-Reviews-Galeries_Lafayette_Doha-Doha.html#REVIEWS,Department Stores,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23850356-Reviews-The_Carpet_Cellar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e9/a4/13/rare-antique-and-persian.jpg?w=500&h=400&s=1,,The Carpet Cellar,205.,https://www.tripadvisor.com/Attraction_Review-g294009-d23850356-Reviews-The_Carpet_Cellar-Doha.html#REVIEWS,Speciality & Gift Shops,,,,,,,,Open now
2,https://www.tripadvisor.com/Attraction_Review-g294009-d23780609-Reviews-Qatar_Airways_Al_Safwa_First_Lounge-Doha.html,,,Qatar Airways Al Safwa First Lounge,206.,https://www.tripadvisor.com/Attraction_Review-g294009-d23780609-Reviews-Qatar_Airways_Al_Safwa_First_Lounge-Doha.html#REVIEWS,Airport Lounges,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23713928-Reviews-VOX_Cinemas_Doha_Oasis-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/f3/1c/c6/photo3jpg.jpg?w=500&h=-1&s=1,,VOX Cinemas Doha Oasis,207.,https://www.tripadvisor.com/Attraction_Review-g294009-d23713928-Reviews-VOX_Cinemas_Doha_Oasis-Doha.html#REVIEWS,Movie Theaters,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23676387-Reviews-Vox_Cinema-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/64/4f/ab/caption.jpg?w=500&h=400&s=1,,Vox Cinema,208.,https://www.tripadvisor.com/Attraction_Review-g294009-d23676387-Reviews-Vox_Cinema-Doha.html#REVIEWS,Movie Theaters,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23293527-Reviews-Trans_Orient_Travel_Tourism-Doha.html,,,Trans Orient Travel & Tourism,209.,https://www.tripadvisor.com/Attraction_Review-g294009-d23293527-Reviews-Trans_Orient_Travel_Tourism-Doha.html#REVIEWS,Multi-day Tours • Day Trips,,,,,,,,Open now
3,https://www.tripadvisor.com/Attraction_Review-g294009-d6396963-Reviews-Grand_Heritage_Doha_Spa-Doha.html,,,Grand Heritage Doha Spa,210.,https://www.tripadvisor.com/Attraction_Review-g294009-d6396963-Reviews-Grand_Heritage_Doha_Spa-Doha.html#REVIEWS,Spas,,,,,,,,
8,,,,,,,1,,7,,,9,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d21153679-Reviews-Airport_Transfers_in_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9a/17/c5/caption.jpg?w=500&h=400&s=1,,Airport Transfers in Qatar,211.,https://www.tripadvisor.com/Attraction_Review-g294009-d21153679-Reviews-Airport_Transfers_in_Qatar-Doha.html#REVIEWS,Taxis & Shuttles,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g294009-d1739287-Reviews-The_Living_Room-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6f/32/6a/right-area.jpg?w=500&h=400&s=1,,The Living Room,212.,https://www.tripadvisor.com/Attraction_Review-g294009-d1739287-Reviews-The_Living_Room-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d11920519-Reviews-Airada_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/58/7e/e4/interiors.jpg?w=500&h=400&s=1,,Airada Spa,213.,https://www.tripadvisor.com/Attraction_Review-g294009-d11920519-Reviews-Airada_Spa-Doha.html#REVIEWS,Spas,,,,,,,,Open now
27,https://www.tripadvisor.com/Attraction_Review-g294009-d3208806-Reviews-The_Grand_Cinecentre-Doha.html,,,The Grand Cinecentre,214.,https://www.tripadvisor.com/Attraction_Review-g294009-d3208806-Reviews-The_Grand_Cinecentre-Doha.html#REVIEWS,Movie Theaters,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d19785626-Reviews-Snow_Dunes-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/53/cb/97/sd-white-dunes.jpg?w=500&h=400&s=1,,Snow Dunes,215.,https://www.tripadvisor.com/Attraction_Review-g294009-d19785626-Reviews-Snow_Dunes-Doha.html#REVIEWS,Game & Entertainment Centers,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d19738397-Reviews-Moroccan_Touches_Beauty_Center-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/53/06/1e/getlstd-property-photo.jpg?w=500&h=400&s=1,,Moroccan Touches Beauty Center,216.,https://www.tripadvisor.com/Attraction_Review-g294009-d19738397-Reviews-Moroccan_Touches_Beauty_Center-Doha.html#REVIEWS,Hammams & Turkish Baths • Spas,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d19762988-Reviews-Four_One_One-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/10/68/caption.jpg?w=500&h=400&s=1,,Four One One,217.,https://www.tripadvisor.com/Attraction_Review-g294009-d19762988-Reviews-Four_One_One-Doha.html#REVIEWS,Day Trips,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d12235192-Reviews-Breeze_Spa_at_Four_Points_by_Sheraton_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a9/50/48/getlstd-property-photo.jpg?w=500&h=400&s=1,,Breeze Spa at Four Points by Sheraton Doha,218.,https://www.tripadvisor.com/Attraction_Review-g294009-d12235192-Reviews-Breeze_Spa_at_Four_Points_by_Sheraton_Doha-Doha.html#REVIEWS,Spas,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d16881644-Reviews-UNIQUE_WORLD_LIMOUSINE_SERVICES-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ee/15/5b/caption.jpg?w=500&h=400&s=1,,UNIQUE WORLD LIMOUSINE SERVICES,219.,https://www.tripadvisor.com/Attraction_Review-g294009-d16881644-Reviews-UNIQUE_WORLD_LIMOUSINE_SERVICES-Doha.html#REVIEWS,Taxis & Shuttles,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d19313336-Reviews-Al_Majles_Resort-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/db/0a/9a/caption.jpg?w=500&h=400&s=1,,Al Majles Resort,220.,https://www.tripadvisor.com/Attraction_Review-g294009-d19313336-Reviews-Al_Majles_Resort-Doha.html#REVIEWS,Taxis & Shuttles • Coffee & Tea Tours,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d16882715-Reviews-Africano_Tour-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ee/a3/38/caption.jpg?w=500&h=400&s=1,,Africano Tour,221.,https://www.tripadvisor.com/Attraction_Review-g294009-d16882715-Reviews-Africano_Tour-Doha.html#REVIEWS,"City Tours • 4WD, ATV & Off-Road Tours",,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d18194131-Reviews-City_Spa-Doha.html,,,City Spa,222.,https://www.tripadvisor.com/Attraction_Review-g294009-d18194131-Reviews-City_Spa-Doha.html#REVIEWS,Spas,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d17701662-Reviews-Quicktransfer-Doha.html,,,Quicktransfer,223.,https://www.tripadvisor.com/Attraction_Review-g294009-d17701662-Reviews-Quicktransfer-Doha.html#REVIEWS,Taxis & Shuttles,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g294009-d17746945-Reviews-The_Backyard-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4c/22/1d/caption.jpg?w=500&h=400&s=1,,The Backyard,224.,https://www.tripadvisor.com/Attraction_Review-g294009-d17746945-Reviews-The_Backyard-Doha.html#REVIEWS,"Bar, Club & Pub Tours",,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d13223428-Reviews-De_Irish_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/0a/4c/de-irish-doha.jpg?w=500&h=400&s=1,,De Irish Doha,225.,https://www.tripadvisor.com/Attraction_Review-g294009-d13223428-Reviews-De_Irish_Doha-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d15512040-Reviews-Archery_Tag_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c1/5e/87/img-20181117-wa0012-02.jpg?w=500&h=-1&s=1,,Archery Tag Qatar,226.,https://www.tripadvisor.com/Attraction_Review-g294009-d15512040-Reviews-Archery_Tag_Qatar-Doha.html#REVIEWS,Other Fun & Games,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23853261-Reviews-J_Mall-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ed/ec/bc/j-mall-doha.jpg?w=500&h=400&s=1,,J Mall,227.,https://www.tripadvisor.com/Attraction_Review-g294009-d23853261-Reviews-J_Mall-Doha.html#REVIEWS,Shopping Malls,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d10205486-Reviews-Pick_Quick_Limousine-Doha.html,,,Pick Quick Limousine,228.,https://www.tripadvisor.com/Attraction_Review-g294009-d10205486-Reviews-Pick_Quick_Limousine-Doha.html#REVIEWS,Private Tours,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d7675783-Reviews-Surf_Soul-Doha.html,,,Surf & Soul,229.,https://www.tripadvisor.com/Attraction_Review-g294009-d7675783-Reviews-Surf_Soul-Doha.html#REVIEWS,Surfing & Windsurfing,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23526868-Reviews-Marks_Spencer-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5a/9a/b7/m-s.jpg?w=500&h=-1&s=1,,Marks & Spencer,230.,https://www.tripadvisor.com/Attraction_Review-g294009-d23526868-Reviews-Marks_Spencer-Doha.html#REVIEWS,Speciality & Gift Shops,,,,,,,,Open now
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23089161-Reviews-Zekreet_Fort_Ruins-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/30/53/86/caption.jpg?w=500&h=-1&s=1,,Zekreet Fort Ruins,231.,https://www.tripadvisor.com/Attraction_Review-g294009-d23089161-Reviews-Zekreet_Fort_Ruins-Doha.html#REVIEWS,Historic Sites • Ancient Ruins,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23378063-Reviews-5_6_Park-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f7/3d/47/photo1jpg.jpg?w=500&h=-1&s=1,,5/6 Park,232.,https://www.tripadvisor.com/Attraction_Review-g294009-d23378063-Reviews-5_6_Park-Doha.html#REVIEWS,Parks • Gardens,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d21269916-Reviews-Al_Souq_Street_Al_Souq_St_Doha_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f0/d0/3d/caption.jpg?w=500&h=400&s=1,,"Al Souq Street, Al Souq St, Doha, Qatar",233.,https://www.tripadvisor.com/Attraction_Review-g294009-d21269916-Reviews-Al_Souq_Street_Al_Souq_St_Doha_Qatar-Doha.html#REVIEWS,Walking Tours,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d10435346-Reviews-Diva_Lounge_Al_Gharafa-Doha.html,,,Diva Lounge Al Gharafa,234.,https://www.tripadvisor.com/Attraction_Review-g294009-d10435346-Reviews-Diva_Lounge_Al_Gharafa-Doha.html#REVIEWS,Spas,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d7738573-Reviews-Fifi_s_Attic-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/68/39/78/getlstd-property-photo.jpg?w=500&h=400&s=1,,Fifi's Attic,235.,https://www.tripadvisor.com/Attraction_Review-g294009-d7738573-Reviews-Fifi_s_Attic-Doha.html#REVIEWS,Speciality & Gift Shops • Antique Shops,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g294009-d8660413-Reviews-Fabric_Lounge-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/96/3e/e7/fabric-lounge.jpg?w=500&h=400&s=1,,Fabric Lounge,236.,https://www.tripadvisor.com/Attraction_Review-g294009-d8660413-Reviews-Fabric_Lounge-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g294009-d23575461-Reviews-Al_Thuraya_Planetarium-Doha.html,,,Al Thuraya Planetarium,237.,https://www.tripadvisor.com/Attraction_Review-g294009-d23575461-Reviews-Al_Thuraya_Planetarium-Doha.html#REVIEWS,Observatories & Planetariums,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g294009-d23111687-Reviews-300_Bowling_Center-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/91/85/9b/photo2jpg.jpg?w=500&h=400&s=1,,300 Bowling Center,238.,https://www.tripadvisor.com/Attraction_Review-g294009-d23111687-Reviews-300_Bowling_Center-Doha.html#REVIEWS,Bowling Alleys,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g294009-d10050710-Reviews-Sawasdee_Beauty_Thai_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8f/a6/0d/sawasdee-beauty-and-thai.jpg?w=500&h=400&s=1,,Sawasdee Beauty & Thai Spa,239.,https://www.tripadvisor.com/Attraction_Review-g294009-d10050710-Reviews-Sawasdee_Beauty_Thai_Spa-Doha.html#REVIEWS,Spas,,,,,,,,Open now
2,https://www.tripadvisor.com/Attraction_Review-g294009-d15368126-Reviews-Be_Bloom_Beauty_Centre-Doha.html,,,Be Bloom Beauty Centre,240.,https://www.tripadvisor.com/Attraction_Review-g294009-d15368126-Reviews-Be_Bloom_Beauty_Centre-Doha.html#REVIEWS,Spas,,,,,,,,
9,,,,,,,1,,8,,,10,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d19543740-Reviews-Marks_and_Spencer-Doha.html,,,Marks and Spencer,271.,,Speciality & Gift Shops,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d19512819-Reviews-EUROPE_SHUTTLE_Doha_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/19/ae/56/caption.jpg?w=500&h=400&s=1,,"EUROPE SHUTTLE Doha, Qatar",272.,,Taxis & Shuttles,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d19501277-Reviews-Experience_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f2/60/40/caption.jpg?w=500&h=400&s=1,,Experience Qatar,273.,,Multi-day Tours • Private Tours,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21366695-Reviews-Marsa_Marine_Entertainment-Doha.html,,,Marsa Marine Entertainment,274.,,Boat Rentals,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21369606-Reviews-Torba_Farmers_Market-Doha.html,,,Torba Farmers Market,275.,,Farmers Markets,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21367779-Reviews-Marsa_Marine_Entertainment-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3e/d5/20/caption.jpg?w=500&h=400&s=1,,Marsa Marine Entertainment,276.,,Boat Tours • Private Tours,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d21505188-Reviews-Prestige_Cars-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/b2/14/caption.jpg?w=500&h=400&s=1,,Prestige Cars,277.,,Taxis & Shuttles • Self-Guided Tours & Rentals,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21166621-Reviews-Qvoyage_qa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9f/ff/ef/caption.jpg?w=500&h=400&s=1,,Qvoyage.qa,278.,,Parasailing & Paragliding • Multi-day Tours,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d21165901-Reviews-Qatar_private_tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9e/a8/89/caption.jpg?w=500&h=400&s=1,,Qatar private tours,279.,,"Multi-day Tours • 4WD, ATV & Off-Road Tours",,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21185018-Reviews-Doha_Desert_Safari-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ae/28/01/caption.jpg?w=500&h=400&s=1,,Doha Desert Safari,280.,,"4WD, ATV & Off-Road Tours • Safaris",,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21129982-Reviews-Talixo_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8e/90/3e/caption.jpg?w=500&h=400&s=1,,Talixo - Doha,281.,,Taxis & Shuttles,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d21060017-Reviews-Conexao_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7a/14/95/caption.jpg?w=500&h=400&s=1,,Conexão Qatar,282.,,Private Tours,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21087676-Reviews-Tour_Travel_and_More_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/82/fe/b5/caption.jpg?w=500&h=400&s=1,,Tour Travel and More Doha,283.,,Taxis & Shuttles • Private Tours,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21013522-Reviews-The_Photo_Experience_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6a/4e/dd/caption.jpg?w=500&h=400&s=1,,The Photo Experience Doha,284.,,Shopping Tours • Walking Tours,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21315914-Reviews-Fyre_Fit_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/18/af/93/caption.jpg?w=500&h=400&s=1,,Fyre Fit Doha,285.,,Sports Camps & Clinics,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d21393936-Reviews-Lusail_Shooting_Club-Doha.html,,,Lusail Shooting Club,286.,,Shooting Ranges,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d21293263-Reviews-Regency_Holidays_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/05/11/27/caption.jpg?w=500&h=400&s=1,,Regency Holidays- Qatar,287.,,Parasailing & Paragliding • City Tours,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d20812302-Reviews-Comfortable_ride_Private_airport_transfer_in_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/45/e4/89/caption.jpg?w=500&h=400&s=1,,【Comfortable ride】Private airport transfer in Doha,288.,,Taxis & Shuttles,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d20263028-Reviews-Desert_Fox-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/11/33/37/caption.jpg?w=500&h=400&s=1,,Desert Fox,289.,,Day Trips,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d20288479-Reviews-PROFi_DRIVER_Doha_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/54/9f/e5/caption.jpg?w=500&h=400&s=1,,"PROFi DRIVER Doha, Qatar",290.,,Taxis & Shuttles,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d20125480-Reviews-LookStyler-Doha.html,,,LookStyler,291.,,City Tours • Fashion Shows & Tours,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d23428367-Reviews-Golden_Eagle_Store-Doha.html,,,Golden Eagle Store,292.,,Speciality & Gift Shops,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g294009-d23291857-Reviews-Trans_Orient_Travel_Tourism-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d0/9e/90/caption.jpg?w=500&h=400&s=1,,Trans Orient Travel & Tourism,293.,,Multi-day Tours • Adrenaline & Extreme Tours,,,,,,,,Open now
,https://www.tripadvisor.com/Attraction_Review-g294009-d23348593-Reviews-Mohamad_AL_FAKIR-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e8/92/9c/caption.jpg?w=500&h=400&s=1,,Mohamad AL FAKIR,294.,,Helicopter Tours • Balloon Rides,,,,,,,,
