WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7,TCGml,WlYyy 8
9,https://www.tripadvisor.com/Attraction_Review-g189400-d566825-Reviews-Museum_of_Greek_Children_s_Art-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/37/eb/d2/how-easily-can-the-forest.jpg?w=500&h=-1&s=1,Museum of Greek Children's Art,209.,https://www.tripadvisor.com/Attraction_Review-g189400-d566825-Reviews-Museum_of_Greek_Children_s_Art-Athens_Attica.html#REVIEWS,Children's Museums,Plaka,,,,,,,,,•,Temporarily closed
3,https://www.tripadvisor.com/Attraction_Review-g189400-d9845882-Reviews-Masjid_Al_Salam_Mosque-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/4f/24/ba/masjid-al-salam-mosque.jpg?w=500&h=-1&s=1,Masjid Al-Salam Mosque,210.,https://www.tripadvisor.com/Attraction_Review-g189400-d9845882-Reviews-Masjid_Al_Salam_Mosque-Athens_Attica.html#REVIEWS,Religious Sites,Neos Kosmos,,,,,,,,,,
8,,,,,,1,7,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d3673508-Reviews-Paxinou_Minotis_Museum_and_Archive-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/36/4b/1b/eynard-mansion-agiou.jpg?w=500&h=-1&s=1,Paxinou-Minotis Museum and Archive,211.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673508-Reviews-Paxinou_Minotis_Museum_and_Archive-Athens_Attica.html#REVIEWS,Speciality Museums,Omonia,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d5482193-Reviews-Metapolis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d0/6d/2b/caption.jpg?w=500&h=-1&s=1,Metapolis,212.,https://www.tripadvisor.com/Attraction_Review-g189400-d5482193-Reviews-Metapolis-Athens_Attica.html#REVIEWS,Art Galleries,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d4298157-Reviews-Museum_of_Mineralogy_and_Petrology-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/17/ad/04/museum-of-mineralogy.jpg?w=500&h=-1&s=1,Museum of Mineralogy and Petrology,213.,https://www.tripadvisor.com/Attraction_Review-g189400-d4298157-Reviews-Museum_of_Mineralogy_and_Petrology-Athens_Attica.html#REVIEWS,Speciality Museums,Alsos Ilision,,,,,,,,,•,Temporarily closed
15,https://www.tripadvisor.com/Attraction_Review-g189400-d10231299-Reviews-Katehaki_Footbridge-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/36/3e/08/calatrava-footbridge.jpg?w=500&h=400&s=1,Katehaki Footbridge,214.,https://www.tripadvisor.com/Attraction_Review-g189400-d10231299-Reviews-Katehaki_Footbridge-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Ellinoroson,,,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g189400-d7082491-Reviews-Garden_of_Iroon-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d3/53/b4/garden-of-iroon.jpg?w=500&h=-1&s=1,Garden of Iroon,215.,https://www.tripadvisor.com/Attraction_Review-g189400-d7082491-Reviews-Garden_of_Iroon-Athens_Attica.html#REVIEWS,Gardens,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d19257328-Reviews-Alhambra_Art_Theater-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/d6/3a/c6/caption.jpg?w=500&h=400&s=1,Alhambra Art Theater,216.,https://www.tripadvisor.com/Attraction_Review-g189400-d19257328-Reviews-Alhambra_Art_Theater-Athens_Attica.html#REVIEWS,Theaters,Vathi,,,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g189400-d3672109-Reviews-Museum_of_Eleftherios_Venizelos-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/23/c9/58/museum-of-eleftherios.jpg?w=500&h=-1&s=1,Museum of Eleftherios Venizelos,217.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672109-Reviews-Museum_of_Eleftherios_Venizelos-Athens_Attica.html#REVIEWS,Speciality Museums,Platia Mavili,,,,,,,,,•,Temporarily closed
9,https://www.tripadvisor.com/Attraction_Review-g189400-d2686907-Reviews-National_Bank_of_Greece_Historical_Archive-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/63/e3/filename-b-ktirio-exo.jpg?w=500&h=-1&s=1,National Bank of Greece Historical Archive,218.,https://www.tripadvisor.com/Attraction_Review-g189400-d2686907-Reviews-National_Bank_of_Greece_Historical_Archive-Athens_Attica.html#REVIEWS,History Museums,Agios Panteleimonas,,,,,,,,,•,Temporarily closed
4,https://www.tripadvisor.com/Attraction_Review-g189400-d15848194-Reviews-Roma_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/3c/5a/5a/getlstd-property-photo.jpg?w=500&h=400&s=1,Roma Gallery,219.,https://www.tripadvisor.com/Attraction_Review-g189400-d15848194-Reviews-Roma_Gallery-Athens_Attica.html#REVIEWS,Art Galleries • Art Museums,Kolonaki / Lykavittos,https://www.tripadvisor.com/Profile/Johnbled,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,By,Johnbled,https://www.tripadvisor.com/ShowUserReviews-g189400-d15848194-r793650251-Roma_Gallery-Athens_Attica.html,"space in the center of Athens, Greece.",Great art,,•,Open now
11,https://www.tripadvisor.com/Attraction_Review-g189400-d13216175-Reviews-Oasa-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/75/4f/99/coronavirus.jpg?w=500&h=400&s=1,Oasa,220.,https://www.tripadvisor.com/Attraction_Review-g189400-d13216175-Reviews-Oasa-Athens_Attica.html#REVIEWS,Public Transportation Systems,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d17802253-Reviews-Art_10_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/88/ed/07/art-10-gallery-is-an.jpg?w=300&h=200&s=1,Art 10 Gallery,221.,https://www.tripadvisor.com/Attraction_Review-g189400-d17802253-Reviews-Art_10_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Thissio / Makriyanni,,,,,,,,,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g189400-d13091984-Reviews-Statue_of_Menander-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/a4/99/71/statue-of-menander.jpg?w=500&h=-1&s=1,Statue of Menander,222.,https://www.tripadvisor.com/Attraction_Review-g189400-d13091984-Reviews-Statue_of_Menander-Athens_Attica.html#REVIEWS,Monuments & Statues,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d2587472-Reviews-Greek_Reptile_Centre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/77/72/54/greek-reptile-centre.jpg?w=500&h=400&s=1,Greek Reptile Centre,223.,https://www.tripadvisor.com/Attraction_Review-g189400-d2587472-Reviews-Greek_Reptile_Centre-Athens_Attica.html#REVIEWS,Speciality Museums,,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d12289883-Reviews-The_Artist_Yanni_Souvatzoglou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c1/bb/07/matching-jew.jpg?w=500&h=400&s=1,The Artist Yanni Souvatzoglou,224.,https://www.tripadvisor.com/Attraction_Review-g189400-d12289883-Reviews-The_Artist_Yanni_Souvatzoglou-Athens_Attica.html#REVIEWS,Art Galleries,Syntagma,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d3672205-Reviews-Museum_Marika_Kotopouli-Athens_Attica.html,,Museum Marika Kotopouli,225.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672205-Reviews-Museum_Marika_Kotopouli-Athens_Attica.html#REVIEWS,Speciality Museums,,,,,,,,,,,Temporarily closed
8,https://www.tripadvisor.com/Attraction_Review-g189400-d3673678-Reviews-Foundation_of_the_Hellenic_World-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/12/ad/a8/caption.jpg?w=500&h=-1&s=1,Foundation of the Hellenic World,226.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673678-Reviews-Foundation_of_the_Hellenic_World-Athens_Attica.html#REVIEWS,Educational sites,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d12314523-Reviews-Vault_Theatre_Plus-Athens_Attica.html,,Vault Theatre Plus,227.,https://www.tripadvisor.com/Attraction_Review-g189400-d12314523-Reviews-Vault_Theatre_Plus-Athens_Attica.html#REVIEWS,Civic Centres,Metaxourgio,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d4954945-Reviews-CAMP_Contemporary_Art_Meeting_Point-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d9/05/bf/camp-contemporary-art.jpg?w=500&h=-1&s=1,CAMP Contemporary Art Meeting Point,228.,https://www.tripadvisor.com/Attraction_Review-g189400-d4954945-Reviews-CAMP_Contemporary_Art_Meeting_Point-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,Omonia,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d5498844-Reviews-Grand_Promenade-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6c/c3/e3/one-of-the-many-interesting.jpg?w=500&h=400&s=1,Grand Promenade,229.,https://www.tripadvisor.com/Attraction_Review-g189400-d5498844-Reviews-Grand_Promenade-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d10162167-Reviews-Alsos_Neas_Smirnis_Park-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b0/35/39/alsos-neas-smirnis-park.jpg?w=500&h=-1&s=1,Alsos Neas Smirnis Park,230.,https://www.tripadvisor.com/Attraction_Review-g189400-d10162167-Reviews-Alsos_Neas_Smirnis_Park-Athens_Attica.html#REVIEWS,Parks,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d3672277-Reviews-Museum_of_Asia_Minor_Hellenism_Filio_Chaidemenou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/82/ad/8a/asia-iii.jpg?w=500&h=-1&s=1,Museum of Asia Minor Hellenism Filio Chaidemenou,231.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672277-Reviews-Museum_of_Asia_Minor_Hellenism_Filio_Chaidemenou-Athens_Attica.html#REVIEWS,Speciality Museums,Vathi,,,,,,,,,•,Temporarily closed
6,https://www.tripadvisor.com/Attraction_Review-g189400-d13794889-Reviews-Church_of_Panagias_Grigorousas-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9b/c0/d7/caption.jpg?w=500&h=-1&s=1,Church of  Panagias Grigorousas,232.,https://www.tripadvisor.com/Attraction_Review-g189400-d13794889-Reviews-Church_of_Panagias_Grigorousas-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Plaka,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d17714537-Reviews-Agios_Ioannis_tis_Kolonas-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/b2/9b/lovely-at-night.jpg?w=500&h=400&s=1,Agios Ioannis tis Kolonas,233.,https://www.tripadvisor.com/Attraction_Review-g189400-d17714537-Reviews-Agios_Ioannis_tis_Kolonas-Athens_Attica.html#REVIEWS,Religious Sites,Omonia,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d1418619-Reviews-Capsis_Cultural_Exhibition_Conference_Center-Athens_Attica.html,,Capsis Cultural Exhibition & Conference Center,234.,https://www.tripadvisor.com/Attraction_Review-g189400-d1418619-Reviews-Capsis_Cultural_Exhibition_Conference_Center-Athens_Attica.html#REVIEWS,Convention Centers,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d16726220-Reviews-Platia_Eksarchion-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9b/e2/95/exarchiaon-square.jpg?w=500&h=400&s=1,Platia Eksarchion,235.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726220-Reviews-Platia_Eksarchion-Athens_Attica.html#REVIEWS,Parks,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d3673429-Reviews-Postal_Philatelic_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b7/ae/bd/hermes-god-van-de-post.jpg?w=500&h=400&s=1,Postal & Philatelic Museum,236.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673429-Reviews-Postal_Philatelic_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Pangrati,,,,,,,,,•,Temporarily closed
2,https://www.tripadvisor.com/Attraction_Review-g189400-d9807410-Reviews-Sofita_Vintage_Shop-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/5e/ef/b8/lovely-vintage-finds.jpg?w=500&h=-1&s=1,Sofita Vintage Shop,237.,https://www.tripadvisor.com/Attraction_Review-g189400-d9807410-Reviews-Sofita_Vintage_Shop-Athens_Attica.html#REVIEWS,Antique Shops,Thissio,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d13437092-Reviews-Apostolou_Pavlou_Street-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/56/cc/66/de-apostolou-pavlou-straat.jpg?w=500&h=400&s=1,Apostolou Pavlou Street,238.,https://www.tripadvisor.com/Attraction_Review-g189400-d13437092-Reviews-Apostolou_Pavlou_Street-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,,,,,,,,,,,
8,https://www.tripadvisor.com/Attraction_Review-g189400-d8616472-Reviews-CAN_Christina_Androulidaki_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/56/1d/69/manolis-d-lemos.jpg?w=500&h=400&s=1,CAN Christina Androulidaki Gallery,239.,https://www.tripadvisor.com/Attraction_Review-g189400-d8616472-Reviews-CAN_Christina_Androulidaki_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Kolonaki / Lykavittos,,,,,,,,,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g189400-d13737733-Reviews-Athens_Tower-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/44/93/51/caption.jpg?w=500&h=400&s=1,Athens Tower,240.,https://www.tripadvisor.com/Attraction_Review-g189400-d13737733-Reviews-Athens_Tower-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,Platia Mavili,,,,,,,,,,
9,,,,,,1,8,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d14040752-Reviews-Dynamo-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ce/02/a4/on-the-best-show.jpg?w=500&h=400&s=1,Dynamo,241.,https://www.tripadvisor.com/Attraction_Review-g189400-d14040752-Reviews-Dynamo-Athens_Attica.html#REVIEWS,Civic Centres,Metaxourgio,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d13864712-Reviews-Theotokis_Oldmarket-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/22/7f/6a/caption.jpg?w=500&h=400&s=1,Theotokis - Oldmarket,242.,https://www.tripadvisor.com/Attraction_Review-g189400-d13864712-Reviews-Theotokis_Oldmarket-Athens_Attica.html#REVIEWS,Antique Shops,Monastiraki,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d11785397-Reviews-Maximos_Mansion-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2d/92/ff/prime-minister-s-offices.jpg?w=500&h=-1&s=1,Maximos Mansion,243.,https://www.tripadvisor.com/Attraction_Review-g189400-d11785397-Reviews-Maximos_Mansion-Athens_Attica.html#REVIEWS,Government Buildings,Zappeion,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d11638929-Reviews-Tzeni_Karezi-Athens_Attica.html,,Tzeni Karezi,244.,https://www.tripadvisor.com/Attraction_Review-g189400-d11638929-Reviews-Tzeni_Karezi-Athens_Attica.html#REVIEWS,Theaters,Kolonaki,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d16726031-Reviews-Agalma_Harry_Trouman-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9c/67/e8/garra-truman-statue.jpg?w=500&h=400&s=1,Agalma Harry Trouman,245.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726031-Reviews-Agalma_Harry_Trouman-Athens_Attica.html#REVIEWS,Monuments & Statues,Pangrati,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3672225-Reviews-Touch_Museum-Athens_Attica.html,,Touch Museum,246.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672225-Reviews-Touch_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Kypseli,,,,,,,,,•,Temporarily closed
1,https://www.tripadvisor.com/Attraction_Review-g189400-d15151578-Reviews-Ikastikos_Kyklos_Sianti-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/cb/7b/52/getlstd-property-photo.jpg?w=500&h=400&s=1,Ikastikos Kyklos Sianti,247.,https://www.tripadvisor.com/Attraction_Review-g189400-d15151578-Reviews-Ikastikos_Kyklos_Sianti-Athens_Attica.html#REVIEWS,Art Galleries,Pangrati,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d16678206-Reviews-Theater_Katerina_Vassilakou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/4e/6a/the-cast-of-comedy-of.jpg?w=500&h=-1&s=1,Theater  Katerina Vassilakou,248.,https://www.tripadvisor.com/Attraction_Review-g189400-d16678206-Reviews-Theater_Katerina_Vassilakou-Athens_Attica.html#REVIEWS,Theaters,Metaxourgio,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d6529063-Reviews-Topos_Allou_Theatre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/1a/8a/c7/ancient-pathos-the-house.jpg?w=500&h=-1&s=1,Topos Allou Theatre,249.,https://www.tripadvisor.com/Attraction_Review-g189400-d6529063-Reviews-Topos_Allou_Theatre-Athens_Attica.html#REVIEWS,Theaters,Kypseli,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d3331014-Reviews-Eugenides_Foundation_Library-Athens_Attica.html,,Eugenides Foundation Library,250.,https://www.tripadvisor.com/Attraction_Review-g189400-d3331014-Reviews-Eugenides_Foundation_Library-Athens_Attica.html#REVIEWS,Libraries,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d11911504-Reviews-Theatre_Odou_Kykladon_Lefteris_Vogiatzis-Athens_Attica.html,,"Theatre Odou Kykladon ""Lefteris Vogiatzis""",251.,https://www.tripadvisor.com/Attraction_Review-g189400-d11911504-Reviews-Theatre_Odou_Kykladon_Lefteris_Vogiatzis-Athens_Attica.html#REVIEWS,Theaters,Kypseli,,,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g189400-d3247668-Reviews-The_Ioannis_Sykoutris_Library-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fa/04/12/the-ioannis-sykoutris.jpg?w=500&h=-1&s=1,The Ioannis Sykoutris Library,252.,https://www.tripadvisor.com/Attraction_Review-g189400-d3247668-Reviews-The_Ioannis_Sykoutris_Library-Athens_Attica.html#REVIEWS,Libraries,Akadimia (Academy),,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d3673654-Reviews-Greek_Children_s_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/90/2b/cd/greek-children-s-museum.jpg?w=500&h=400&s=1,Greek Children's Museum,253.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673654-Reviews-Greek_Children_s_Museum-Athens_Attica.html#REVIEWS,Children's Museums,Plaka,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d15677186-Reviews-Evripides_Art_Gallery-Athens_Attica.html,,Evripides Art Gallery,254.,https://www.tripadvisor.com/Attraction_Review-g189400-d15677186-Reviews-Evripides_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Kolonaki / Lykavittos,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d591581-Reviews-Design_Museum_of_the_20th_Century-Athens_Attica.html,,Design Museum of the 20th Century,255.,https://www.tripadvisor.com/Attraction_Review-g189400-d591581-Reviews-Design_Museum_of_the_20th_Century-Athens_Attica.html#REVIEWS,Speciality Museums,,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3673462-Reviews-Museum_of_Greek_Scouting-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/49/79/10/museum-of-greek-scouting.jpg?w=500&h=400&s=1,Museum of Greek Scouting,256.,https://www.tripadvisor.com/Attraction_Review-g189400-d3673462-Reviews-Museum_of_Greek_Scouting-Athens_Attica.html#REVIEWS,Speciality Museums,Pangrati,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d15341456-Reviews-Athens_Railway_Museum-Athens_Attica.html,,Athens Railway Museum,257.,https://www.tripadvisor.com/Attraction_Review-g189400-d15341456-Reviews-Athens_Railway_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Patisia,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d15758645-Reviews-Theatro_Technis_Karolos_Koun-Athens_Attica.html,,Theatro Technis Karolos Koun,258.,https://www.tripadvisor.com/Attraction_Review-g189400-d15758645-Reviews-Theatro_Technis_Karolos_Koun-Athens_Attica.html#REVIEWS,Theaters,Omonia,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3672133-Reviews-Museum_of_Engravings_and_Graphic_Arts-Athens_Attica.html,,Museum of Engravings and Graphic Arts,259.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672133-Reviews-Museum_of_Engravings_and_Graphic_Arts-Athens_Attica.html#REVIEWS,Art Museums,Plaka,,,,,,,,,•,Temporarily closed
3,https://www.tripadvisor.com/Attraction_Review-g189400-d16726232-Reviews-Mnimio_tou_Agnostou_Kallitechni-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9b/e1/f1/monumento-ao-artista.jpg?w=500&h=400&s=1,Mnimio tou Agnostou Kallitechni,260.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726232-Reviews-Mnimio_tou_Agnostou_Kallitechni-Athens_Attica.html#REVIEWS,Monuments & Statues,Syntagma,,,,,,,,,,
4,https://www.tripadvisor.com/Attraction_Review-g189400-d16726004-Reviews-Parko_Rizari-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9c/69/0c/rizari-park.jpg?w=500&h=400&s=1,Parko Rizari,261.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726004-Reviews-Parko_Rizari-Athens_Attica.html#REVIEWS,Parks,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d8143950-Reviews-Alexiou_Museums-Athens_Attica.html,,Alexiou Museums,262.,https://www.tripadvisor.com/Attraction_Review-g189400-d8143950-Reviews-Alexiou_Museums-Athens_Attica.html#REVIEWS,History Museums,Kynosargous,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d7680681-Reviews-Library_of_Archdiocese_of_Athens-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/3c/5f/c8/library-of-archdiocese.jpg?w=500&h=-1&s=1,Library of Archdiocese of Athens,263.,https://www.tripadvisor.com/Attraction_Review-g189400-d7680681-Reviews-Library_of_Archdiocese_of_Athens-Athens_Attica.html#REVIEWS,Libraries,Psirri / Gazi,,,,,,,,,•,Open now
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3672113-Reviews-Dimitris_Pierides_Museum_of_Contemporary_Art-Athens_Attica.html,,Dimitris Pierides Museum of Contemporary Art,264.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672113-Reviews-Dimitris_Pierides_Museum_of_Contemporary_Art-Athens_Attica.html#REVIEWS,Art Museums,Pangrati,,,,,,,,,•,Temporarily closed
1,https://www.tripadvisor.com/Attraction_Review-g189400-d12172120-Reviews-Rex_Cinema_and_Theatre_Hall_Add_to_Wish_List-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/84/da/8e/la-facciata.jpg?w=500&h=-1&s=1,"Rex Cinema and Theatre Hall ﻿﻿  Add to Wish List",265.,https://www.tripadvisor.com/Attraction_Review-g189400-d12172120-Reviews-Rex_Cinema_and_Theatre_Hall_Add_to_Wish_List-Athens_Attica.html#REVIEWS,Theaters,Exarchia,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d6855913-Reviews-Athens_Art_Gallery-Athens_Attica.html,,Athens Art Gallery,266.,https://www.tripadvisor.com/Attraction_Review-g189400-d6855913-Reviews-Athens_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Kolonaki / Lykavittos,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d3672201-Reviews-Pierides_Museum_of_Ancient_Cypriot_Art-Athens_Attica.html,,Pierides Museum of Ancient Cypriot Art,267.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672201-Reviews-Pierides_Museum_of_Ancient_Cypriot_Art-Athens_Attica.html#REVIEWS,Art Museums,Metaxourgio,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d16726257-Reviews-Platia_Eleftherias_Koumoundourou-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/47/67/59/old-municipal-gallery.jpg?w=500&h=-1&s=1,Platia Eleftherias(Koumoundourou),268.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726257-Reviews-Platia_Eleftherias_Koumoundourou-Athens_Attica.html#REVIEWS,Parks,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d19798708-Reviews-Altar_of_Zeus_Agoraios-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/53/75/f8/likely-moved-from-pnyx.jpg?w=500&h=-1&s=1,Altar of Zeus Agoraios,269.,https://www.tripadvisor.com/Attraction_Review-g189400-d19798708-Reviews-Altar_of_Zeus_Agoraios-Athens_Attica.html#REVIEWS,Ancient Ruins,,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d17762493-Reviews-Church_Holy_Trinity-Athens_Attica.html,,Church Holy Trinity,270.,https://www.tripadvisor.com/Attraction_Review-g189400-d17762493-Reviews-Church_Holy_Trinity-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks • Churches & Cathedrals,Ampelokipoi,,,,,,,,,,
10,,,,,,1,9,,,,,,,,,,
