WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
35,https://www.tripadvisor.com/Attraction_Review-g187497-d2449596-Reviews-Monasterio_de_Sant_Pere_de_les_Puel_les-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/00/03/0f/monasterio-de-sant-pere.jpg?w=500&h=400&s=1,Monasterio de Sant Pere de les Puel.les,178.,https://www.tripadvisor.com/Attraction_Review-g187497-d2449596-Reviews-Monasterio_de_Sant_Pere_de_les_Puel_les-Barcelona_Catalonia.html#REVIEWS,Religious Sites,El Born / La Ribera
20,https://www.tripadvisor.com/Attraction_Review-g187497-d11729063-Reviews-Biblioteca_Publica_Arus-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/33/6b/85/espacio-biblioteca.jpg?w=500&h=400&s=1,Biblioteca Pública Arús,179.,https://www.tripadvisor.com/Attraction_Review-g187497-d11729063-Reviews-Biblioteca_Publica_Arus-Barcelona_Catalonia.html#REVIEWS,Libraries,Eixample
139,https://www.tripadvisor.com/Attraction_Review-g187497-d7152939-Reviews-Cara_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/01/68/fb/escultura.jpg?w=500&h=400&s=1,Cara de Barcelona,180.,https://www.tripadvisor.com/Attraction_Review-g187497-d7152939-Reviews-Cara_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Port Vell (Old Port)
1,,,,,,5,6
29,https://www.tripadvisor.com/Attraction_Review-g187497-d9882566-Reviews-Parque_del_Guinardo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/23/f0/0f/beautiful-place.jpg?w=500&h=400&s=1,Parque del Guinardo,181.,https://www.tripadvisor.com/Attraction_Review-g187497-d9882566-Reviews-Parque_del_Guinardo-Barcelona_Catalonia.html#REVIEWS,Parks,El Guinardó
134,https://www.tripadvisor.com/Attraction_Review-g187497-d5542130-Reviews-Galeria_Maxo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e0/02/c1/galeria-maxo.jpg?w=500&h=400&s=1,Galeria Maxo,182.,https://www.tripadvisor.com/Attraction_Review-g187497-d5542130-Reviews-Galeria_Maxo-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Born / La Ribera
126,https://www.tripadvisor.com/Attraction_Review-g187497-d244206-Reviews-Catalan_Museum_of_Archaeology-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/53/aa/1e/museu-arqueologic-de.jpg?w=500&h=-1&s=1,Catalan Museum of Archaeology,183.,https://www.tripadvisor.com/Attraction_Review-g187497-d244206-Reviews-Catalan_Museum_of_Archaeology-Barcelona_Catalonia.html#REVIEWS,History Museums,Sants-Montjuíc
29,https://www.tripadvisor.com/Attraction_Review-g187497-d10365279-Reviews-Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8c/9a/f8/placa-de-sant-josep-oriol.jpg?w=500&h=400&s=1,Placa de Sant Josep Oriol,184.,https://www.tripadvisor.com/Attraction_Review-g187497-d10365279-Reviews-Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic)
231,https://www.tripadvisor.com/Attraction_Review-g187497-d6517023-Reviews-El_Triangle_Centre_Comercial-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/cb/c4/87/el-triangle-centre-comercial.jpg?w=500&h=400&s=1,El Triangle Centre Comercial,185.,https://www.tripadvisor.com/Attraction_Review-g187497-d6517023-Reviews-El_Triangle_Centre_Comercial-Barcelona_Catalonia.html#REVIEWS,Shopping Malls,Eixample
181,https://www.tripadvisor.com/Attraction_Review-g187497-d244197-Reviews-City_Hall_Casa_de_la_Ciutat_Ayuntamiento-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/42/74/a8/beautiful-facade.jpg?w=500&h=400&s=1,City Hall (Casa de la Ciutat / Ayuntamiento),186.,https://www.tripadvisor.com/Attraction_Review-g187497-d244197-Reviews-City_Hall_Casa_de_la_Ciutat_Ayuntamiento-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings • Government Buildings,Barrio Gòtico (Barri Gòtic)
24,https://www.tripadvisor.com/Attraction_Review-g187497-d10296722-Reviews-Casa_Sayrach-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/51/30/b2/casa-sayrach.jpg?w=500&h=400&s=1,Casa Sayrach,187.,https://www.tripadvisor.com/Attraction_Review-g187497-d10296722-Reviews-Casa_Sayrach-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Sant Martí
72,https://www.tripadvisor.com/Attraction_Review-g187497-d8434367-Reviews-Piscina_Municipal_de_Montjuic-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/61/40/23/photo0jpg.jpg?w=500&h=400&s=1,Piscina Municipal de Montjuic,188.,https://www.tripadvisor.com/Attraction_Review-g187497-d8434367-Reviews-Piscina_Municipal_de_Montjuic-Barcelona_Catalonia.html#REVIEWS,Sports Complexes,Sants-Montjuíc
150,https://www.tripadvisor.com/Attraction_Review-g187497-d1191660-Reviews-Casa_Calvet-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/79/a6/d0/caption.jpg?w=500&h=400&s=1,Casa Calvet,189.,https://www.tripadvisor.com/Attraction_Review-g187497-d1191660-Reviews-Casa_Calvet-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
76,https://www.tripadvisor.com/Attraction_Review-g187497-d10023525-Reviews-Castle_of_the_Three_Dragons-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/79/1e/61/caption.jpg?w=500&h=400&s=1,Castle of the Three Dragons,190.,https://www.tripadvisor.com/Attraction_Review-g187497-d10023525-Reviews-Castle_of_the_Three_Dragons-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Sant Pere
44,https://www.tripadvisor.com/Attraction_Review-g187497-d4597443-Reviews-Casa_Llotja_de_Mar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ed/19/da/caption.jpg?w=500&h=-1&s=1,Casa Llotja de Mar,191.,https://www.tripadvisor.com/Attraction_Review-g187497-d4597443-Reviews-Casa_Llotja_de_Mar-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Vallcarca i els Penitents
28,https://www.tripadvisor.com/Attraction_Review-g187497-d9582536-Reviews-Mercat_del_Art_de_la_Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/cb/63/d6/mercat-del-art-de-la.jpg?w=500&h=-1&s=1,Mercat del Art de la Placa de Sant Josep Oriol,192.,https://www.tripadvisor.com/Attraction_Review-g187497-d9582536-Reviews-Mercat_del_Art_de_la_Placa_de_Sant_Josep_Oriol-Barcelona_Catalonia.html#REVIEWS,Flea & Street Markets,La Rambla
40,https://www.tripadvisor.com/Attraction_Review-g187497-d10713149-Reviews-Edifici_de_Correus-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/75/3f/ce/caption.jpg?w=500&h=400&s=1,Edifici de Correus,193.,https://www.tripadvisor.com/Attraction_Review-g187497-d10713149-Reviews-Edifici_de_Correus-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Barrio Gòtico (Barri Gòtic)
68,https://www.tripadvisor.com/Attraction_Review-g187497-d4002311-Reviews-Cafe_Teatre_Llantiol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d3/32/56/cafe-teatre-llantiol.jpg?w=500&h=400&s=1,Cafe Teatre Llantiol,194.,https://www.tripadvisor.com/Attraction_Review-g187497-d4002311-Reviews-Cafe_Teatre_Llantiol-Barcelona_Catalonia.html#REVIEWS,Theaters,El Raval
46,https://www.tripadvisor.com/Attraction_Review-g187497-d8471899-Reviews-Somorrostro-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ed/ff/df/praia-de-somorrostro.jpg?w=500&h=400&s=1,Somorrostro,195.,https://www.tripadvisor.com/Attraction_Review-g187497-d8471899-Reviews-Somorrostro-Barcelona_Catalonia.html#REVIEWS,Beaches,Barceloneta
34,https://www.tripadvisor.com/Attraction_Review-g187497-d8476175-Reviews-Microteatre_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/82/de/18/entrada-microteatre-barcelona.jpg?w=500&h=-1&s=1,Microteatre Barcelona,196.,https://www.tripadvisor.com/Attraction_Review-g187497-d8476175-Reviews-Microteatre_Barcelona-Barcelona_Catalonia.html#REVIEWS,Theaters,Gracia
93,https://www.tripadvisor.com/Attraction_Review-g187497-d4234451-Reviews-Museu_Can_Framis-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ea/a0/b7/getlstd-property-photo.jpg?w=500&h=400&s=1,Museu Can Framis,197.,https://www.tripadvisor.com/Attraction_Review-g187497-d4234451-Reviews-Museu_Can_Framis-Barcelona_Catalonia.html#REVIEWS,Art Museums,Sant Martí
44,https://www.tripadvisor.com/Attraction_Review-g187497-d3226916-Reviews-Plaza_Francesc_Macia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/51/a4/46/plaza-francesc-macia.jpg?w=500&h=400&s=1,Plaza Francesc Macià,198.,https://www.tripadvisor.com/Attraction_Review-g187497-d3226916-Reviews-Plaza_Francesc_Macia-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Sant Gervasi-Galvany
157,https://www.tripadvisor.com/Attraction_Review-g187497-d2295948-Reviews-Antic_Teatre_Espai_de_Creacio-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/8b/14/59/photo1jpg.jpg?w=500&h=-1&s=1,Antic Teatre - Espai de Creació,199.,https://www.tripadvisor.com/Attraction_Review-g187497-d2295948-Reviews-Antic_Teatre_Espai_de_Creacio-Barcelona_Catalonia.html#REVIEWS,Theaters,El Born / La Ribera
40,https://www.tripadvisor.com/Attraction_Review-g187497-d10538454-Reviews-Fuente_de_la_Portaferrissa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f5/c8/62/20180711-142003-largejpg.jpg?w=500&h=400&s=1,Fuente de la Portaferrissa,200.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538454-Reviews-Fuente_de_la_Portaferrissa-Barcelona_Catalonia.html#REVIEWS,Fountains,El Congrés i els Indians
28,https://www.tripadvisor.com/Attraction_Review-g187497-d11930470-Reviews-Montserrat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/90/32/9e/montserrat.jpg?w=500&h=400&s=1,Montserrat,201.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930470-Reviews-Montserrat-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Montbau
122,https://www.tripadvisor.com/Attraction_Review-g187497-d3270333-Reviews-Observatori_Fabra-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/0e/c2/af/una-vista-unica-sobre.jpg?w=500&h=-1&s=1,Observatori Fabra,202.,https://www.tripadvisor.com/Attraction_Review-g187497-d3270333-Reviews-Observatori_Fabra-Barcelona_Catalonia.html#REVIEWS,Observatories & Planetariums,
104,https://www.tripadvisor.com/Attraction_Review-g187497-d313693-Reviews-Gran_de_Gracia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6d/26/07/gran-de-gracia.jpg?w=500&h=400&s=1,Gran de Gràcia,203.,https://www.tripadvisor.com/Attraction_Review-g187497-d313693-Reviews-Gran_de_Gracia-Barcelona_Catalonia.html#REVIEWS,Historic Walking Areas,Gracia
98,https://www.tripadvisor.com/Attraction_Review-g187497-d8614393-Reviews-Escultura_La_Gamba-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/01/38/1f/20180711-175605-largejpg.jpg?w=500&h=400&s=1,Escultura La Gamba,204.,https://www.tripadvisor.com/Attraction_Review-g187497-d8614393-Reviews-Escultura_La_Gamba-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Port Vell (Old Port)
54,https://www.tripadvisor.com/Attraction_Review-g187497-d2531489-Reviews-Palau_del_Baro_de_Quadras-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/97/e2/b2/baron-de-quadras-palace.jpg?w=500&h=-1&s=1,Palau del Baro de Quadras,205.,https://www.tripadvisor.com/Attraction_Review-g187497-d2531489-Reviews-Palau_del_Baro_de_Quadras-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
79,https://www.tripadvisor.com/Attraction_Review-g187497-d3467639-Reviews-MUHBA_Via_Sepulcral_Romana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/78/0b/9e/barcelona-roman-tombs.jpg?w=500&h=400&s=1,MUHBA Via Sepulcral Romana,206.,https://www.tripadvisor.com/Attraction_Review-g187497-d3467639-Reviews-MUHBA_Via_Sepulcral_Romana-Barcelona_Catalonia.html#REVIEWS,Historic Sites,Barrio Gòtico (Barri Gòtic)
68,https://www.tripadvisor.com/Attraction_Review-g187497-d10691974-Reviews-Opera_Samfaina-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/73/02/78/mesa-tematica.jpg?w=500&h=-1&s=1,Opera Samfaina,207.,https://www.tripadvisor.com/Attraction_Review-g187497-d10691974-Reviews-Opera_Samfaina-Barcelona_Catalonia.html#REVIEWS,Operas,La Rambla
67,https://www.tripadvisor.com/Attraction_Review-g187497-d8736807-Reviews-Parc_Diagonal_Mar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/9f/3f/7f/parc-diagonal-mar.jpg?w=500&h=400&s=1,Parc Diagonal Mar,208.,https://www.tripadvisor.com/Attraction_Review-g187497-d8736807-Reviews-Parc_Diagonal_Mar-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Parks,Diagonal Mar
89,https://www.tripadvisor.com/Attraction_Review-g187497-d6412469-Reviews-Edge_Brewing-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/88/c4/b2/edge-brewing-barcelona.jpg?w=500&h=400&s=1,Edge Brewing,209.,https://www.tripadvisor.com/Attraction_Review-g187497-d6412469-Reviews-Edge_Brewing-Barcelona_Catalonia.html#REVIEWS,Breweries,Sant Martí
53,https://www.tripadvisor.com/Attraction_Review-g187497-d8332676-Reviews-Opera_Lounge-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/34/16/ca/our-space.jpg?w=500&h=400&s=1,Opera Lounge,210.,https://www.tripadvisor.com/Attraction_Review-g187497-d8332676-Reviews-Opera_Lounge-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Eixample
1,,,,,,6,7
107,https://www.tripadvisor.com/Attraction_Review-g187497-d658750-Reviews-Parc_del_Forum-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ed/20/b7/caption.jpg?w=500&h=400&s=1,Parc del Forum,211.,https://www.tripadvisor.com/Attraction_Review-g187497-d658750-Reviews-Parc_del_Forum-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Parks,Sant Martí
111,https://www.tripadvisor.com/Attraction_Review-g187497-d243179-Reviews-Carrer_de_Montcada-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d6/67/93/carrer-montcada.jpg?w=500&h=400&s=1,Carrer de Montcada,212.,https://www.tripadvisor.com/Attraction_Review-g187497-d243179-Reviews-Carrer_de_Montcada-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas,El Born / La Ribera
40,https://www.tripadvisor.com/Attraction_Review-g187497-d8670722-Reviews-Mercat_de_Sants-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/14/16/f0/mercat-de-sants.jpg?w=500&h=400&s=1,Mercat de Sants,213.,https://www.tripadvisor.com/Attraction_Review-g187497-d8670722-Reviews-Mercat_de_Sants-Barcelona_Catalonia.html#REVIEWS,Other Food & Drink • Farmers Markets,Sants
51,https://www.tripadvisor.com/Attraction_Review-g187497-d10215257-Reviews-Jardins_del_Mirador_del_Alcalde-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d5/47/20/caption.jpg?w=500&h=400&s=1,Jardins del Mirador del Alcalde,214.,https://www.tripadvisor.com/Attraction_Review-g187497-d10215257-Reviews-Jardins_del_Mirador_del_Alcalde-Barcelona_Catalonia.html#REVIEWS,Gardens,Sants-Montjuíc
56,https://www.tripadvisor.com/Attraction_Review-g187497-d3139274-Reviews-Iglesia_de_San_Jaime-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/01/49/iglesia-de-san-jaime.jpg?w=500&h=400&s=1,Iglesia de San Jaime,215.,https://www.tripadvisor.com/Attraction_Review-g187497-d3139274-Reviews-Iglesia_de_San_Jaime-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Barrio Gòtico (Barri Gòtic)
28,https://www.tripadvisor.com/Attraction_Review-g187497-d6434373-Reviews-Placa_de_la_Virreina-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7c/82/3f/photo2jpg.jpg?w=500&h=-1&s=1,Placa de la Virreina,216.,https://www.tripadvisor.com/Attraction_Review-g187497-d6434373-Reviews-Placa_de_la_Virreina-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,
50,https://www.tripadvisor.com/Attraction_Review-g187497-d10340402-Reviews-Gran_Lago_del_Parque_de_la_Ciudadela-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/74/38/f1/pasear-con-barca.jpg?w=500&h=-1&s=1,Gran Lago del Parque de la Ciudadela,217.,https://www.tripadvisor.com/Attraction_Review-g187497-d10340402-Reviews-Gran_Lago_del_Parque_de_la_Ciudadela-Barcelona_Catalonia.html#REVIEWS,Bodies of Water,Sant Martí
42,https://www.tripadvisor.com/Attraction_Review-g187497-d8376916-Reviews-Parc_de_la_Ciutadella_Centre_Esportiu_Municipal-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/50/33/e7/photo1jpg.jpg?w=500&h=-1&s=1,Parc de la Ciutadella Centre Esportiu Municipal,218.,https://www.tripadvisor.com/Attraction_Review-g187497-d8376916-Reviews-Parc_de_la_Ciutadella_Centre_Esportiu_Municipal-Barcelona_Catalonia.html#REVIEWS,Sports Complexes,Sant Pere
28,https://www.tripadvisor.com/Attraction_Review-g187497-d14059148-Reviews-Rambla_Del_Raval-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/59/6d/e8/a-nice-walk.jpg?w=500&h=400&s=1,Rambla Del Raval,219.,https://www.tripadvisor.com/Attraction_Review-g187497-d14059148-Reviews-Rambla_Del_Raval-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Raval
33,https://www.tripadvisor.com/Attraction_Review-g187497-d2223627-Reviews-Museu_Diocesa_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d0/56/f2/museu-diocesa.jpg?w=500&h=-1&s=1,Museu Diocesà de Barcelona,220.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223627-Reviews-Museu_Diocesa_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Barrio Gòtico (Barri Gòtic)
25,https://www.tripadvisor.com/Attraction_Review-g187497-d4880672-Reviews-Parroquia_de_San_Agustin-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/00/14/ab/parroquia-de-san-agustin.jpg?w=500&h=400&s=1,Parroquia de San Agustin,221.,https://www.tripadvisor.com/Attraction_Review-g187497-d4880672-Reviews-Parroquia_de_San_Agustin-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Raval
116,https://www.tripadvisor.com/Attraction_Review-g187497-d1192310-Reviews-Col_legi_d_Arquitectes_de_Catalunya-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/fc/d8/2a/caption.jpg?w=500&h=400&s=1,Col·legi d'Arquitectes de Catalunya,222.,https://www.tripadvisor.com/Attraction_Review-g187497-d1192310-Reviews-Col_legi_d_Arquitectes_de_Catalunya-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Barrio Gòtico (Barri Gòtic)
28,https://www.tripadvisor.com/Attraction_Review-g187497-d10535133-Reviews-Esglesia_de_l_hospital_de_la_Santa_Creu_i_Santa_Pau-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/14/a4/b1/img-20180525-114318-largejpg.jpg?w=500&h=400&s=1,Esglesia de l'hospital de la Santa Creu i Santa Pau,223.,https://www.tripadvisor.com/Attraction_Review-g187497-d10535133-Reviews-Esglesia_de_l_hospital_de_la_Santa_Creu_i_Santa_Pau-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,El Guinardó
30,https://www.tripadvisor.com/Attraction_Review-g187497-d13447182-Reviews-Eixample_Teatre-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/12/ca/3f/photo0jpg.jpg?w=500&h=400&s=1,Eixample Teatre,224.,https://www.tripadvisor.com/Attraction_Review-g187497-d13447182-Reviews-Eixample_Teatre-Barcelona_Catalonia.html#REVIEWS,Theaters,Eixample
38,https://www.tripadvisor.com/Attraction_Review-g187497-d8614069-Reviews-Flirty_Giraffe-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/51/2c/1c/flirty-giraffe.jpg?w=500&h=400&s=1,Flirty Giraffe,225.,https://www.tripadvisor.com/Attraction_Review-g187497-d8614069-Reviews-Flirty_Giraffe-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,La Dreta de l'Eixample
